"orfs","ko_iteration","ko_id"
"NODE_11762_length_1864_cov_21.754327_g5895_i2.p1","ko:_1","K11493"
"NODE_11765_length_1864_cov_16.010609_g5993_i4.p1","ko:_1","K13730"
"NODE_11768_length_1864_cov_12.294807_g6409_i0.p1","ko:_1","K08994"
"NODE_1176_length_4846_cov_11.773727_g567_i0.p1","ko:_1","K12322"
"NODE_1176_length_4846_cov_11.773727_g567_i0.p3","ko:_1","K12322"
"NODE_1177_length_4845_cov_34.594719_g568_i0.p1","ko:_1","K01412"
"NODE_11785_length_1862_cov_1028.951369_g5949_i1.p1","ko:_1","K03231"
"NODE_11790_length_1862_cov_6.850196_g6420_i0.p1","ko:_1","K00928"
"NODE_11793_length_1861_cov_406.946868_g6423_i0.p2","ko:_1","K00033"
"NODE_11793_length_1861_cov_406.946868_g6423_i0.p1","ko:_1","K00033"
"NODE_11794_length_1861_cov_82.723154_g6424_i0.p1","ko:_1","K11594"
"NODE_11798_length_1861_cov_21.480425_g6427_i0.p1","ko:_1","K13110"
"NODE_117_length_7944_cov_53.999365_g61_i3.p3","ko:_1","K10393"
"NODE_117_length_7944_cov_53.999365_g61_i3.p5","ko:_1","K10393"
"NODE_11802_length_1861_cov_8.720917_g127_i3.p1","ko:_1","K15855"
"NODE_11802_length_1861_cov_8.720917_g127_i3.p1","ko:_2","K18577"
"NODE_11807_length_1860_cov_19.799105_g6432_i0.p1","ko:_1","K21195"
"NODE_11807_length_1860_cov_19.799105_g6432_i0.p1","ko:_2","K21196"
"NODE_11807_length_1860_cov_19.799105_g6432_i0.p2","ko:_1","K21195"
"NODE_11807_length_1860_cov_19.799105_g6432_i0.p2","ko:_2","K21196"
"NODE_1180_length_4843_cov_26.186164_g569_i0.p1","ko:_1","K11835"
"NODE_11819_length_1858_cov_90.295798_g2247_i1.p1","ko:_1","K06995"
"NODE_11820_length_1858_cov_76.138375_g6437_i0.p1","ko:_1","K13207"
"NODE_11820_length_1858_cov_76.138375_g6437_i0.p2","ko:_1","K13207"
"NODE_11826_length_1858_cov_11.681232_g573_i2.p2","ko:_1","K13702"
"NODE_11828_length_1858_cov_4.706443_g6354_i1.p1","ko:_1","K00102"
"NODE_11829_length_1857_cov_61.720291_g4754_i3.p1","ko:_1","K01113"
"NODE_11832_length_1857_cov_23.998879_g6043_i2.p1","ko:_1","K00433"
"NODE_11833_length_1857_cov_23.632848_g6043_i3.p1","ko:_1","K00433"
"NODE_11840_length_1856_cov_68.266405_g5878_i1.p1","ko:_1","K16296"
"NODE_11845_length_1856_cov_27.459338_g6449_i0.p1","ko:_1","K18561"
"NODE_11849_length_1856_cov_15.399327_g6452_i0.p1","ko:_1","K11649"
"NODE_11851_length_1855_cov_41.436027_g6454_i0.p2","ko:_1","K14209"
"NODE_11851_length_1855_cov_41.436027_g6454_i0.p1","ko:_1","K09935"
"NODE_11861_length_1854_cov_8.270073_g6462_i0.p1","ko:_1","K06058"
"NODE_11868_length_1853_cov_21.663483_g6466_i0.p2","ko:_1","K03841"
"NODE_11869_length_1853_cov_21.132584_g6005_i1.p1","ko:_1","K01255"
"NODE_1186_length_4835_cov_16.107098_g573_i0.p3","ko:_1","K06889"
"NODE_11877_length_1853_cov_3.382022_g6472_i0.p1","ko:_1","K05302"
"NODE_11877_length_1853_cov_3.382022_g6472_i0.p1","ko:_2","K19199"
"NODE_1187_length_4834_cov_13.781138_g98_i3.p3","ko:_1","K06950"
"NODE_11880_length_1852_cov_113.409219_g6022_i1.p2","ko:_1","K02731"
"NODE_11880_length_1852_cov_113.409219_g6022_i1.p1","ko:_1","K02736"
"NODE_11881_length_1852_cov_102.515458_g5226_i3.p1","ko:_1","K14376"
"NODE_11882_length_1852_cov_28.107926_g2219_i3.p1","ko:_1","K00784"
"NODE_11882_length_1852_cov_28.107926_g2219_i3.p1","ko:_2","K03066"
"NODE_1188_length_4833_cov_28.882353_g574_i0.p2","ko:_1","K02175"
"NODE_1188_length_4833_cov_28.882353_g574_i0.p2","ko:_2","K03877"
"NODE_1188_length_4833_cov_28.882353_g574_i0.p2","ko:_3","K07819"
"NODE_11894_length_1852_cov_3.999438_g6209_i1.p1","ko:_1","K01872"
"NODE_11898_length_1851_cov_18.227222_g6481_i0.p1","ko:_1","K12418"
"NODE_1189_length_4832_cov_62.146669_g277_i1.p1","ko:_1","K17267"
"NODE_118_length_7937_cov_53.959308_g61_i4.p3","ko:_1","K10393"
"NODE_11901_length_1851_cov_10.998313_g6483_i0.p1","ko:_1","K21011"
"NODE_11901_length_1851_cov_10.998313_g6483_i0.p1","ko:_2","K21012"
"NODE_11913_length_1850_cov_17.066967_g6398_i1.p1","ko:_1","K20781"
"NODE_11914_length_1850_cov_16.127181_g6492_i0.p1","ko:_1","K00231"
"NODE_11916_length_1850_cov_9.526730_g4679_i1.p1","ko:_1","K04984"
"NODE_1191_length_4831_cov_25.131358_g575_i0.p1","ko:_1","K11835"
"NODE_11925_length_1849_cov_15.021396_g5840_i1.p1","ko:_1","K13431"
"NODE_11927_length_1849_cov_12.762950_g6498_i0.p1","ko:_1","K12175"
"NODE_1192_length_4830_cov_67.722724_g576_i0.p2","ko:_1","K01210"
"NODE_11936_length_1849_cov_5.703829_g6505_i0.p1","ko:_1","K01062"
"NODE_1193_length_4828_cov_104.817876_g232_i4.p4","ko:_1","K12823"
"NODE_1193_length_4828_cov_104.817876_g232_i4.p3","ko:_1","K12823"
"NODE_11945_length_1848_cov_7.999437_g6512_i0.p1","ko:_1","K14400"
"NODE_11946_length_1848_cov_6.245634_g6513_i0.p1","ko:_1","K03040"
"NODE_11946_length_1848_cov_6.245634_g6513_i0.p3","ko:_1","K02986"
"NODE_11948_length_1847_cov_36.379369_g6037_i1.p1","ko:_1","K10812"
"NODE_1194_length_4827_cov_34.871897_g577_i0.p1","ko:_1","K03762"
"NODE_11952_length_1847_cov_21.098083_g6432_i1.p2","ko:_1","K21195"
"NODE_11952_length_1847_cov_21.098083_g6432_i1.p2","ko:_2","K21196"
"NODE_11952_length_1847_cov_21.098083_g6432_i1.p1","ko:_1","K21195"
"NODE_11952_length_1847_cov_21.098083_g6432_i1.p1","ko:_2","K21196"
"NODE_11953_length_1847_cov_20.593574_g6514_i0.p1","ko:_1","K01348"
"NODE_1195_length_4827_cov_20.316786_g578_i0.p2","ko:_1","K14837"
"NODE_1195_length_4827_cov_20.316786_g578_i0.p4","ko:_1","K02221"
"NODE_1195_length_4827_cov_20.316786_g578_i0.p1","ko:_1","K01911"
"NODE_11960_length_1847_cov_5.749718_g6520_i0.p1","ko:_1","K10300"
"NODE_11963_length_1846_cov_51.974619_g6522_i0.p2","ko:_1","K02492"
"NODE_11963_length_1846_cov_51.974619_g6522_i0.p1","ko:_1","K02492"
"NODE_11968_length_1846_cov_18.088550_g6526_i0.p1","ko:_1","K02291"
"NODE_1196_length_4827_cov_13.755785_g579_i0.p1","ko:_1","K13181"
"NODE_11979_length_1845_cov_37.035553_g5915_i1.p1","ko:_1","K17917"
"NODE_11985_length_1845_cov_5.717833_g6535_i0.p1","ko:_1","K00736"
"NODE_11985_length_1845_cov_5.717833_g6535_i0.p1","ko:_2","K08867"
"NODE_11985_length_1845_cov_5.717833_g6535_i0.p1","ko:_3","K16308"
"NODE_11987_length_1844_cov_169.356296_g6536_i0.p1","ko:_1","K01626"
"NODE_11987_length_1844_cov_169.356296_g6536_i0.p2","ko:_1","K01626"
"NODE_11988_length_1844_cov_88.547713_g2247_i2.p1","ko:_1","K06995"
"NODE_1198_length_4826_cov_22.721860_g581_i0.p1","ko:_1","K15032"
"NODE_11991_length_1844_cov_11.539808_g6537_i0.p1","ko:_1","K01889"
"NODE_11996_length_1844_cov_2.524562_g6540_i0.p1","ko:_1","K14289"
"NODE_1199_length_4823_cov_53.138105_g539_i1.p2","ko:_1","K15275"
"NODE_1199_length_4823_cov_53.138105_g539_i1.p1","ko:_1","K15436"
"NODE_119_length_7925_cov_35.609908_g59_i2.p3","ko:_1","K01661"
"NODE_11_length_12568_cov_83.292437_g7_i2.p3","ko:_1","K00858"
"NODE_11_length_12568_cov_83.292437_g7_i2.p1","ko:_1","K10728"
"NODE_11_length_12568_cov_83.292437_g7_i2.p1","ko:_2","K11446"
"NODE_11_length_12568_cov_83.292437_g7_i2.p1","ko:_3","K11447"
"NODE_11_length_12568_cov_83.292437_g7_i2.p1","ko:_4","K11478"
"NODE_12001_length_1843_cov_29.176836_g5879_i1.p4","ko:_1","K12627"
"NODE_12001_length_1843_cov_29.176836_g5879_i1.p1","ko:_1","K00858"
"NODE_12001_length_1843_cov_29.176836_g5879_i1.p2","ko:_1","K00858"
"NODE_12002_length_1843_cov_17.437853_g6112_i1.p1","ko:_1","K00472"
"NODE_12004_length_1843_cov_9.340113_g6543_i0.p1","ko:_1","K03833"
"NODE_12005_length_1843_cov_7.557627_g6008_i1.p1","ko:_1","K01230"
"NODE_12006_length_1843_cov_7.016384_g6544_i0.p1","ko:_1","K03327"
"NODE_12010_length_1842_cov_107.995478_g6547_i0.p1","ko:_1","K02148"
"NODE_12012_length_1842_cov_36.455625_g3450_i1.p2","ko:_1","K03801"
"NODE_12013_length_1842_cov_17.251555_g5647_i1.p1","ko:_1","K12244"
"NODE_12016_length_1841_cov_1787.220588_g3794_i6.p1","ko:_1","K05692"
"NODE_12017_length_1841_cov_40.944570_g6041_i1.p1","ko:_1","K13366"
"NODE_12019_length_1841_cov_29.821833_g6549_i0.p1","ko:_1","K13412"
"NODE_12021_length_1841_cov_13.189480_g6550_i0.p1","ko:_1","K01312"
"NODE_12021_length_1841_cov_13.189480_g6550_i0.p1","ko:_2","K20676"
"NODE_12022_length_1841_cov_9.716629_g6551_i0.p1","ko:_1","K07561"
"NODE_12025_length_1841_cov_6.141968_g6554_i0.p1","ko:_1","K18660"
"NODE_12026_length_1841_cov_3.217760_g6555_i0.p1","ko:_1","K03782"
"NODE_12028_length_1840_cov_139.216186_g6557_i0.p1","ko:_1","K01361"
"NODE_12028_length_1840_cov_139.216186_g6557_i0.p1","ko:_2","K14647"
"NODE_12030_length_1840_cov_35.226372_g6559_i0.p1","ko:_1","K14304"
"NODE_12035_length_1840_cov_22.710243_g6357_i1.p1","ko:_1","K14455"
"NODE_12038_length_1840_cov_13.007923_g6565_i0.p1","ko:_1","K13278"
"NODE_12039_length_1840_cov_10.601019_g4084_i1.p1","ko:_1","K06158"
"NODE_1203_length_4819_cov_14.677413_g584_i0.p1","ko:_1","K11262"
"NODE_12058_length_1837_cov_36.236395_g6580_i0.p1","ko:_1","K00021"
"NODE_12068_length_1837_cov_3.689909_g1006_i4.p1","ko:_1","K10742"
"NODE_12070_length_1836_cov_87.128191_g6587_i0.p1","ko:_1","K14565"
"NODE_12075_length_1836_cov_16.981849_g4223_i2.p1","ko:_1","K01590"
"NODE_12076_length_1836_cov_14.393080_g6591_i0.p1","ko:_1","K14645"
"NODE_1207_length_4812_cov_50.803756_g587_i0.p1","ko:_1","K08775"
"NODE_12080_length_1835_cov_194.951192_g6594_i0.p1","ko:_1","K13094"
"NODE_12085_length_1835_cov_34.569807_g6596_i0.p2","ko:_1","K09504"
"NODE_1208_length_4812_cov_19.820215_g588_i0.p1","ko:_1","K11324"
"NODE_12092_length_1835_cov_8.235528_g6600_i0.p1","ko:_1","K03781"
"NODE_12097_length_1834_cov_18.117547_g6603_i0.p1","ko:_1","K15631"
"NODE_12098_length_1834_cov_16.637706_g6604_i0.p2","ko:_1","K00836"
"NODE_12098_length_1834_cov_16.637706_g6604_i0.p3","ko:_1","K06720"
"NODE_12102_length_1833_cov_62.106818_g6606_i0.p1","ko:_1","K00382"
"NODE_12103_length_1833_cov_43.681818_g6607_i0.p2","ko:_1","K04487"
"NODE_12103_length_1833_cov_43.681818_g6607_i0.p1","ko:_1","K04487"
"NODE_12104_length_1833_cov_19.769318_g6608_i0.p1","ko:_1","K01173"
"NODE_12106_length_1833_cov_14.513636_g6610_i0.p2","ko:_1","K05293"
"NODE_12109_length_1833_cov_8.539205_g6612_i0.p1","ko:_1","K06185"
"NODE_1210_length_4809_cov_13.802154_g579_i1.p1","ko:_1","K13181"
"NODE_12113_length_1832_cov_128.625924_g6614_i0.p1","ko:_1","K02866"
"NODE_12119_length_1832_cov_31.941444_g6617_i0.p1","ko:_1","K09497"
"NODE_1211_length_4807_cov_53.869877_g589_i0.p1","ko:_1","K01836"
"NODE_1211_length_4807_cov_53.869877_g589_i0.p1","ko:_2","K20523"
"NODE_12121_length_1832_cov_12.084139_g6619_i0.p1","ko:_1","K13099"
"NODE_12128_length_1831_cov_76.941411_g3744_i2.p2","ko:_1","K04508"
"NODE_12130_length_1831_cov_10.171786_g6623_i0.p1","ko:_1","K18809"
"NODE_12134_length_1830_cov_86.394422_g6626_i0.p1","ko:_1","K20310"
"NODE_12136_length_1830_cov_42.878771_g6170_i1.p1","ko:_1","K00948"
"NODE_12137_length_1830_cov_19.020489_g6198_i1.p1","ko:_1","K13576"
"NODE_12137_length_1830_cov_19.020489_g6198_i1.p1","ko:_2","K14997"
"NODE_1213_length_4802_cov_36.043561_g555_i1.p1","ko:_1","K12397"
"NODE_1213_length_4802_cov_36.043561_g555_i1.p2","ko:_1","K12397"
"NODE_12140_length_1830_cov_9.923734_g6629_i0.p1","ko:_1","K00274"
"NODE_12140_length_1830_cov_9.923734_g6629_i0.p3","ko:_1","K01354"
"NODE_12144_length_1829_cov_43.437358_g6631_i0.p1","ko:_1","K03932"
"NODE_12145_length_1829_cov_40.860478_g6631_i1.p1","ko:_1","K03932"
"NODE_12149_length_1828_cov_63.296296_g2219_i4.p1","ko:_1","K00784"
"NODE_12149_length_1828_cov_63.296296_g2219_i4.p2","ko:_1","K00784"
"NODE_1214_length_4802_cov_16.127511_g591_i0.p1","ko:_1","K10395"
"NODE_12150_length_1828_cov_44.850712_g5752_i1.p1","ko:_1","K00088"
"NODE_12157_length_1827_cov_59.694413_g6635_i0.p1","ko:_1","K18914"
"NODE_1215_length_4801_cov_46.200508_g560_i1.p2","ko:_1","K15272"
"NODE_1215_length_4801_cov_46.200508_g560_i1.p5","ko:_1","K15272"
"NODE_12160_length_1827_cov_17.139111_g6636_i0.p2","ko:_1","K00864"
"NODE_12160_length_1827_cov_17.139111_g6636_i0.p1","ko:_1","K00864"
"NODE_12165_length_1827_cov_10.754846_g6640_i0.p1","ko:_1","K09668"
"NODE_12166_length_1827_cov_10.279932_g6641_i0.p1","ko:_1","K08592"
"NODE_1216_length_4801_cov_34.530245_g592_i0.p1","ko:_1","K10866"
"NODE_12173_length_1826_cov_155.098118_g6647_i0.p1","ko:_1","K03033"
"NODE_12173_length_1826_cov_155.098118_g6647_i0.p2","ko:_1","K03033"
"NODE_12174_length_1826_cov_98.545351_g6648_i0.p1","ko:_1","K14304"
"NODE_12174_length_1826_cov_98.545351_g6648_i0.p2","ko:_1","K14304"
"NODE_12176_length_1826_cov_38.690245_g6649_i0.p1","ko:_1","K08770"
"NODE_12177_length_1826_cov_18.941814_g6650_i0.p1","ko:_1","K06670"
"NODE_12187_length_1825_cov_8.993151_g6659_i0.p1","ko:_1","K14844"
"NODE_12190_length_1824_cov_157.233581_g6661_i0.p1","ko:_1","K01673"
"NODE_12192_length_1824_cov_57.214163_g1803_i3.p1","ko:_1","K00472"
"NODE_12194_length_1824_cov_28.145631_g6663_i0.p1","ko:_1","K07298"
"NODE_12205_length_1823_cov_18.958857_g6650_i1.p1","ko:_1","K06670"
"NODE_12208_length_1823_cov_13.033143_g6671_i0.p1","ko:_1","K08596"
"NODE_12209_length_1823_cov_12.220000_g6672_i0.p1","ko:_1","K09498"
"NODE_12212_length_1822_cov_72.610063_g5816_i2.p1","ko:_1","K18038"
"NODE_12213_length_1822_cov_34.006289_g6675_i0.p1","ko:_1","K00099"
"NODE_12213_length_1822_cov_34.006289_g6675_i0.p2","ko:_1","K00099"
"NODE_12218_length_1822_cov_15.742710_g6679_i0.p1","ko:_1","K15503"
"NODE_12218_length_1822_cov_15.742710_g6679_i0.p1","ko:_2","K17299"
"NODE_1221_length_4798_cov_96.741799_g546_i1.p2","ko:_1","K10407"
"NODE_12220_length_1822_cov_14.405374_g6679_i1.p1","ko:_1","K15503"
"NODE_12220_length_1822_cov_14.405374_g6679_i1.p1","ko:_2","K17299"
"NODE_12228_length_1821_cov_19.240847_g6683_i0.p1","ko:_1","K13576"
"NODE_12228_length_1821_cov_19.240847_g6683_i0.p1","ko:_2","K14997"
"NODE_12228_length_1821_cov_19.240847_g6683_i0.p2","ko:_1","K13576"
"NODE_12228_length_1821_cov_19.240847_g6683_i0.p2","ko:_2","K14997"
"NODE_1222_length_4798_cov_45.775238_g560_i2.p2","ko:_1","K15272"
"NODE_12233_length_1820_cov_15.370922_g6686_i0.p1","ko:_1","K03320"
"NODE_12239_length_1819_cov_10.179840_g6690_i0.p1","ko:_1","K01809"
"NODE_12239_length_1819_cov_10.179840_g6690_i0.p1","ko:_2","K03660"
"NODE_12239_length_1819_cov_10.179840_g6690_i0.p1","ko:_3","K08193"
"NODE_12239_length_1819_cov_10.179840_g6690_i0.p1","ko:_4","K11348"
"NODE_12239_length_1819_cov_10.179840_g6690_i0.p1","ko:_5","K18081"
"NODE_12239_length_1819_cov_10.179840_g6690_i0.p1","ko:_6","K20315"
"NODE_12240_length_1818_cov_138.732378_g6691_i0.p1","ko:_1","K08819"
"NODE_12242_length_1818_cov_48.545559_g6243_i1.p1","ko:_1","K09494"
"NODE_12246_length_1818_cov_12.598281_g6694_i0.p1","ko:_1","K05208"
"NODE_12246_length_1818_cov_12.598281_g6694_i0.p1","ko:_2","K19363"
"NODE_12248_length_1818_cov_7.166762_g6696_i0.p1","ko:_1","K17656"
"NODE_12250_length_1817_cov_54.890482_g6262_i1.p1","ko:_1","K20716"
"NODE_12256_length_1817_cov_5.424885_g6699_i0.p2","ko:_1","K17808"
"NODE_12256_length_1817_cov_5.424885_g6699_i0.p1","ko:_1","K09142"
"NODE_12259_length_1816_cov_61.615032_g6177_i1.p1","ko:_1","K10370"
"NODE_12259_length_1816_cov_61.615032_g6177_i1.p1","ko:_2","K22030"
"NODE_12263_length_1816_cov_43.050488_g6703_i0.p2","ko:_1","K02937"
"NODE_12263_length_1816_cov_43.050488_g6703_i0.p3","ko:_1","K11430"
"NODE_12268_length_1816_cov_14.166954_g6706_i0.p1","ko:_1","K03762"
"NODE_12269_length_1816_cov_10.154905_g6707_i0.p1","ko:_1","K03320"
"NODE_12270_length_1816_cov_9.676994_g6708_i0.p1","ko:_1","K05542"
"NODE_12273_length_1815_cov_32.005166_g5987_i1.p1","ko:_1","K01647"
"NODE_12275_length_1815_cov_15.749139_g6711_i0.p1","ko:_1","K03686"
"NODE_12275_length_1815_cov_15.749139_g6711_i0.p1","ko:_2","K05516"
"NODE_12281_length_1814_cov_26.403791_g6271_i1.p1","ko:_1","K10635"
"NODE_12281_length_1814_cov_26.403791_g6271_i1.p1","ko:_2","K19041"
"NODE_12295_length_1813_cov_8.261494_g6724_i0.p1","ko:_1","K15503"
"NODE_12297_length_1812_cov_50.298447_g1496_i1.p1","ko:_1","K03321"
"NODE_122_length_7883_cov_47.337260_g65_i0.p1","ko:_1","K02350"
"NODE_122_length_7883_cov_47.337260_g65_i0.p6","ko:_1","K02350"
"NODE_12306_length_1811_cov_17.117952_g6731_i0.p1","ko:_1","K13985"
"NODE_12315_length_1810_cov_47.008060_g6737_i0.p2","ko:_1","K01437"
"NODE_12315_length_1810_cov_47.008060_g6737_i0.p1","ko:_1","K01437"
"NODE_12318_length_1810_cov_13.352332_g6014_i1.p1","ko:_1","K20784"
"NODE_12321_length_1810_cov_4.178469_g6535_i1.p1","ko:_1","K00736"
"NODE_12321_length_1810_cov_4.178469_g6535_i1.p1","ko:_2","K08867"
"NODE_12321_length_1810_cov_4.178469_g6535_i1.p1","ko:_3","K16308"
"NODE_12329_length_1809_cov_8.190668_g6744_i0.p2","ko:_1","K14327"
"NODE_12329_length_1809_cov_8.190668_g6744_i0.p2","ko:_2","K19706"
"NODE_1232_length_4790_cov_18.231291_g599_i0.p3","ko:_1","K03320"
"NODE_12333_length_1808_cov_18.843804_g6748_i0.p1","ko:_1","K20967"
"NODE_12339_length_1807_cov_49.160900_g3962_i1.p2","ko:_1","K10740"
"NODE_1233_length_4790_cov_17.024592_g599_i1.p3","ko:_1","K03320"
"NODE_12348_length_1806_cov_69.245817_g471_i7.p1","ko:_1","K18038"
"NODE_1234_length_4789_cov_64.227311_g304_i4.p1","ko:_1","K09667"
"NODE_1234_length_4789_cov_64.227311_g304_i4.p3","ko:_1","K09667"
"NODE_12351_length_1806_cov_22.739181_g1675_i3.p1","ko:_1","K00500"
"NODE_12352_length_1806_cov_19.951529_g6762_i0.p1","ko:_1","K08794"
"NODE_12353_length_1806_cov_15.852279_g6763_i0.p1","ko:_1","K09419"
"NODE_12354_length_1806_cov_15.613387_g6764_i0.p1","ko:_1","K18038"
"NODE_12355_length_1806_cov_15.334680_g5039_i1.p1","ko:_1","K11136"
"NODE_12355_length_1806_cov_15.334680_g5039_i1.p1","ko:_2","K15362"
"NODE_12359_length_1806_cov_6.882285_g6767_i0.p1","ko:_1","K17361"
"NODE_12362_length_1805_cov_147.346998_g3351_i2.p1","ko:_1","K12483"
"NODE_12366_length_1805_cov_24.720554_g6769_i0.p1","ko:_1","K00773"
"NODE_12366_length_1805_cov_24.720554_g6769_i0.p2","ko:_1","K00773"
"NODE_12368_length_1805_cov_14.547921_g6770_i0.p1","ko:_1","K12322"
"NODE_12370_length_1805_cov_8.853926_g6659_i1.p1","ko:_1","K14844"
"NODE_12372_length_1804_cov_156.856153_g6773_i0.p1","ko:_1","K07766"
"NODE_12378_length_1804_cov_23.963605_g5718_i3.p1","ko:_1","K14304"
"NODE_1237_length_4786_cov_16.088054_g602_i0.p3","ko:_1","K03434"
"NODE_12381_length_1804_cov_10.969382_g6777_i0.p1","ko:_1","K14297"
"NODE_12387_length_1803_cov_24.139884_g6780_i0.p1","ko:_1","K17637"
"NODE_12390_length_1803_cov_12.490173_g6781_i0.p3","ko:_1","K15322"
"NODE_12396_length_1802_cov_167.565067_g6785_i0.p1","ko:_1","K02132"
"NODE_12399_length_1802_cov_43.373048_g6786_i0.p1","ko:_1","K12183"
"NODE_12399_length_1802_cov_43.373048_g6786_i0.p2","ko:_1","K01210"
"NODE_123_length_7881_cov_54.764088_g61_i5.p4","ko:_1","K10393"
"NODE_123_length_7881_cov_54.764088_g61_i5.p5","ko:_1","K10393"
"NODE_12401_length_1802_cov_30.930596_g2994_i1.p1","ko:_1","K18038"
"NODE_12402_length_1802_cov_22.904569_g6788_i0.p1","ko:_1","K12307"
"NODE_12407_length_1802_cov_14.558704_g2720_i1.p2","ko:_1","K18038"
"NODE_12408_length_1802_cov_9.810873_g6791_i0.p1","ko:_1","K01276"
"NODE_12408_length_1802_cov_9.810873_g6791_i0.p1","ko:_2","K01285"
"NODE_12409_length_1802_cov_5.821284_g6792_i0.p1","ko:_1","K02906"
"NODE_12409_length_1802_cov_5.821284_g6792_i0.p2","ko:_1","K02926"
"NODE_12418_length_1801_cov_15.059606_g6788_i1.p1","ko:_1","K12307"
"NODE_12419_length_1801_cov_12.207176_g6796_i0.p1","ko:_1","K09422"
"NODE_12421_length_1801_cov_7.353009_g6797_i0.p1","ko:_1","K03006"
"NODE_12421_length_1801_cov_7.353009_g6797_i0.p1","ko:_2","K20521"
"NODE_12425_length_1801_cov_4.154514_g6800_i0.p1","ko:_1","K20755"
"NODE_1242_length_4781_cov_70.325191_g605_i0.p2","ko:_1","K08994"
"NODE_12434_length_1800_cov_9.410539_g6806_i0.p1","ko:_1","K03327"
"NODE_12435_length_1800_cov_5.366532_g6807_i0.p1","ko:_1","K00387"
"NODE_12435_length_1800_cov_5.366532_g6807_i0.p2","ko:_1","K00387"
"NODE_1243_length_4780_cov_47.213087_g606_i0.p1","ko:_1","K14572"
"NODE_12443_length_1798_cov_81.652754_g4553_i3.p1","ko:_1","K13368"
"NODE_12443_length_1798_cov_81.652754_g4553_i3.p2","ko:_1","K20069"
"NODE_12449_length_1798_cov_6.500870_g6813_i0.p3","ko:_1","K02274"
"NODE_12449_length_1798_cov_6.500870_g6813_i0.p1","ko:_1","K02275"
"NODE_1244_length_4780_cov_44.085617_g607_i0.p1","ko:_1","K16743"
"NODE_12452_length_1797_cov_50.864269_g1496_i2.p1","ko:_1","K03321"
"NODE_12455_length_1797_cov_22.616589_g6816_i0.p1","ko:_1","K21480"
"NODE_1245_length_4780_cov_23.041428_g608_i0.p1","ko:_1","K20865"
"NODE_12463_length_1796_cov_70.229832_g2645_i5.p1","ko:_1","K10596"
"NODE_12463_length_1796_cov_70.229832_g2645_i5.p1","ko:_2","K10597"
"NODE_12464_length_1796_cov_69.995357_g2645_i6.p1","ko:_1","K10596"
"NODE_12464_length_1796_cov_69.995357_g2645_i6.p1","ko:_2","K10597"
"NODE_12467_length_1796_cov_32.401625_g6336_i1.p1","ko:_1","K10808"
"NODE_1246_length_4777_cov_246.936862_g315_i2.p1","ko:_1","K10143"
"NODE_12476_length_1795_cov_34.000581_g6828_i0.p3","ko:_1","K13347"
"NODE_12476_length_1795_cov_34.000581_g6828_i0.p3","ko:_2","K13348"
"NODE_12476_length_1795_cov_34.000581_g6828_i0.p1","ko:_1","K10967"
"NODE_1247_length_4777_cov_46.610757_g607_i1.p1","ko:_1","K16743"
"NODE_12485_length_1794_cov_66.227193_g4100_i1.p2","ko:_1","K01515"
"NODE_12488_length_1794_cov_16.782684_g6836_i0.p1","ko:_1","K10426"
"NODE_12491_length_1794_cov_11.194654_g3468_i1.p1","ko:_1","K01190"
"NODE_12492_length_1794_cov_9.047066_g6839_i0.p1","ko:_1","K01197"
"NODE_12496_length_1793_cov_72.954651_g6842_i0.p1","ko:_1","K18038"
"NODE_124_length_7865_cov_55.104081_g61_i6.p4","ko:_1","K10393"
"NODE_124_length_7865_cov_55.104081_g61_i6.p5","ko:_1","K10393"
"NODE_12500_length_1793_cov_5.114535_g6845_i0.p1","ko:_1","K21867"
"NODE_12505_length_1792_cov_12.230366_g6846_i0.p1","ko:_1","K20367"
"NODE_12508_length_1792_cov_6.006981_g6848_i0.p1","ko:_1","K01637"
"NODE_1250_length_4772_cov_15.030858_g610_i0.p1","ko:_1","K01867"
"NODE_12510_length_1791_cov_22.801513_g6816_i1.p1","ko:_1","K21480"
"NODE_12517_length_1790_cov_30.543390_g6855_i0.p1","ko:_1","K01082"
"NODE_12518_length_1790_cov_29.867210_g6855_i1.p1","ko:_1","K01082"
"NODE_1251_length_4771_cov_35.427416_g568_i1.p1","ko:_1","K01412"
"NODE_12520_length_1790_cov_16.316249_g6856_i0.p3","ko:_1","K03019"
"NODE_12522_length_1790_cov_9.575422_g6857_i0.p1","ko:_1","K03327"
"NODE_12525_length_1789_cov_111.022727_g6547_i1.p1","ko:_1","K02148"
"NODE_1252_length_4771_cov_26.755641_g569_i1.p1","ko:_1","K11835"
"NODE_12532_length_1789_cov_7.793706_g6862_i0.p1","ko:_1","K03782"
"NODE_12537_length_1788_cov_62.334694_g6866_i0.p1","ko:_1","K00545"
"NODE_12537_length_1788_cov_62.334694_g6866_i0.p1","ko:_2","K07238"
"NODE_12537_length_1788_cov_62.334694_g6866_i0.p2","ko:_1","K07238"
"NODE_12538_length_1788_cov_36.776093_g6867_i0.p2","ko:_1","K11206"
"NODE_1253_length_4770_cov_11.985097_g567_i1.p1","ko:_1","K12322"
"NODE_12541_length_1788_cov_11.970845_g6870_i0.p1","ko:_1","K14838"
"NODE_12545_length_1787_cov_438.110852_g6423_i1.p1","ko:_1","K00033"
"NODE_12547_length_1787_cov_124.750292_g6873_i0.p1","ko:_1","K17609"
