"ko_id","symbol","name","Description","organism","treatment","NES"
"K14163"," EPRS"," bifunctional glutamyl/prolyl-tRNA synthetase "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K14163"," EPRS"," bifunctional glutamyl/prolyl-tRNA synthetase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K00486"," KMO"," kynurenine 3-monooxygenase "," Tryptophan metabolism","C. closterium 8","Iron Amendment",1.77370897263595
"K20090"," vioC"," violacein synthase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K01783"," rpe, RPE"," ribulose-phosphate 3-epimerase "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K01783"," rpe, RPE"," ribulose-phosphate 3-epimerase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K00641"," metX"," homoserine O-acetyltransferase/O-succinyltransferase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01601"," rbcL, cbbL"," ribulose-bisphosphate carboxylase large chain "," Glyoxylate and dicarboxylate metabolism","G. huxleyi","Iron Amendment",1.82377815074009
"K01601"," rbcL, cbbL"," ribulose-bisphosphate carboxylase large chain "," Carbon metabolism","G. huxleyi","Iron Amendment",1.75871973019059
"K01601"," rbcL, cbbL"," ribulose-bisphosphate carboxylase large chain "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K01601"," rbcL, cbbL"," ribulose-bisphosphate carboxylase large chain "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K01601"," rbcL, cbbL"," ribulose-bisphosphate carboxylase large chain "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01624"," FBA, fbaA"," fructose-bisphosphate aldolase, class II "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K01624"," FBA, fbaA"," fructose-bisphosphate aldolase, class II "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K01624"," FBA, fbaA"," fructose-bisphosphate aldolase, class II "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K01624"," FBA, fbaA"," fructose-bisphosphate aldolase, class II "," Carbon fixation in photosynthetic organisms","C. closterium 8","Iron Amendment",1.98327842295878
"K01624"," FBA, fbaA"," fructose-bisphosphate aldolase, class II "," Glycolysis / Gluconeogenesis","C. closterium 8","Iron Amendment",2.01414568179882
"K01624"," FBA, fbaA"," fructose-bisphosphate aldolase, class II "," Fructose and mannose metabolism","C. closterium 8","Iron Amendment",1.85707851359291
"K01624"," FBA, fbaA"," fructose-bisphosphate aldolase, class II "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K00789"," metK, MAT"," S-adenosylmethionine synthetase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K10960"," chlP, bchP"," geranylgeranyl diphosphate/geranylgeranyl-bacteriochlorophyllide a reductase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K10960"," chlP, bchP"," geranylgeranyl diphosphate/geranylgeranyl-bacteriochlorophyllide a reductase "," Porphyrin metabolism","C. closterium 8","Iron Amendment",2.5364498534432
"K10960"," chlP, bchP"," geranylgeranyl diphosphate/geranylgeranyl-bacteriochlorophyllide a reductase "," Terpenoid backbone biosynthesis","C. closterium 8","Iron Amendment",1.71474251589379
"K10960"," chlP, bchP"," geranylgeranyl diphosphate/geranylgeranyl-bacteriochlorophyllide a reductase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K00847"," E2.7.1.4, scrK"," fructokinase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01733"," thrC"," threonine synthase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K15422"," SAL"," 3'(2'), 5'-bisphosphate nucleotidase / inositol polyphosphate 1-phosphatase "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K15422"," SAL"," 3'(2'), 5'-bisphosphate nucleotidase / inositol polyphosphate 1-phosphatase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K03942"," NDUFV1"," NADH dehydrogenase (ubiquinone) flavoprotein 1 "," Oxidative phosphorylation","C. closterium 8","Iron Amendment",1.62668324998714
"K00819"," rocD, OAT"," ornithine--oxo-acid transaminase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K00045"," E1.1.1.67, mtlK"," mannitol 2-dehydrogenase "," Fructose and mannose metabolism","C. closterium 8","Iron Amendment",1.85707851359291
"K19007"," AGPAT5"," lysophosphatidiate acyltransferase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K19007"," AGPAT5"," lysophosphatidiate acyltransferase "," Glycerophospholipid metabolism","C. closterium 8","Iron Amendment",1.92490479267325
"K19007"," AGPAT5"," lysophosphatidiate acyltransferase "," Glycerolipid metabolism","C. closterium 8","Iron Amendment",1.88849886893561
"K02293"," PDS, crtP"," 15-cis-phytoene desaturase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K02293"," PDS, crtP"," 15-cis-phytoene desaturase "," Carotenoid biosynthesis","C. closterium 8","Iron Amendment",1.78322881368123
"K00872"," thrB"," homoserine kinase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00872"," thrB"," homoserine kinase "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K00872"," thrB"," homoserine kinase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01772"," hemH, FECH"," protoporphyrin/coproporphyrin ferrochelatase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K01772"," hemH, FECH"," protoporphyrin/coproporphyrin ferrochelatase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K00248"," ACADS, bcd"," butyryl-CoA dehydrogenase "," Carbon metabolism","G. huxleyi","Iron Amendment",1.75871973019059
"K00248"," ACADS, bcd"," butyryl-CoA dehydrogenase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00248"," ACADS, bcd"," butyryl-CoA dehydrogenase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00248"," ACADS, bcd"," butyryl-CoA dehydrogenase "," Fatty acid metabolism","C. closterium 8","Iron Amendment",2.29790592204091
"K00248"," ACADS, bcd"," butyryl-CoA dehydrogenase "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K00248"," ACADS, bcd"," butyryl-CoA dehydrogenase "," Propanoate metabolism","C. closterium 8","Iron Amendment",2.03263067238446
"K00895"," pfp, PFP"," diphosphate-dependent phosphofructokinase "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K00895"," pfp, PFP"," diphosphate-dependent phosphofructokinase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00895"," pfp, PFP"," diphosphate-dependent phosphofructokinase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00895"," pfp, PFP"," diphosphate-dependent phosphofructokinase "," Glycolysis / Gluconeogenesis","C. closterium 8","Iron Amendment",2.01414568179882
"K00895"," pfp, PFP"," diphosphate-dependent phosphofructokinase "," Fructose and mannose metabolism","C. closterium 8","Iron Amendment",1.85707851359291
"K03939"," NDUFS6"," NADH dehydrogenase (ubiquinone) Fe-S protein 6"," Oxidative phosphorylation","C. closterium 8","Iron Amendment",1.62668324998714
"K00927"," PGK, pgk"," phosphoglycerate kinase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00927"," PGK, pgk"," phosphoglycerate kinase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00927"," PGK, pgk"," phosphoglycerate kinase "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K00927"," PGK, pgk"," phosphoglycerate kinase "," Carbon fixation in photosynthetic organisms","C. closterium 8","Iron Amendment",1.98327842295878
"K00927"," PGK, pgk"," phosphoglycerate kinase "," Glycolysis / Gluconeogenesis","C. closterium 8","Iron Amendment",2.01414568179882
"K00606"," panB"," 3-methyl-2-oxobutanoate hydroxymethyltransferase "," Pantothenate and CoA biosynthesis","C. closterium 8","High Iron",-1.7020732659746
"K00606"," panB"," 3-methyl-2-oxobutanoate hydroxymethyltransferase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K00958"," sat, met3"," sulfate adenylyltransferase "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K00958"," sat, met3"," sulfate adenylyltransferase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00958"," sat, met3"," sulfate adenylyltransferase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00058"," serA, PHGDH"," D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K00058"," serA, PHGDH"," D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01755"," argH, ASL"," argininosuccinate lyase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K02115"," ATPF1G, atpG"," F-type H+-transporting ATPase subunit gamma"," Photosynthesis","C. closterium 8","Iron Amendment",2.13832477745555
"K02115"," ATPF1G, atpG"," F-type H+-transporting ATPase subunit gamma"," Oxidative phosphorylation","C. closterium 8","Iron Amendment",1.62668324998714
"K01853"," CAS1"," cycloartenol synthase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01057"," PGLS, pgl, devB"," 6-phosphogluconolactonase "," Carbon metabolism","G. huxleyi","Iron Amendment",1.75871973019059
"K01057"," PGLS, pgl, devB"," 6-phosphogluconolactonase "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K01057"," PGLS, pgl, devB"," 6-phosphogluconolactonase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K01057"," PGLS, pgl, devB"," 6-phosphogluconolactonase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K01057"," PGLS, pgl, devB"," 6-phosphogluconolactonase "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K10206"," E2.6.1.83"," LL-diaminopimelate aminotransferase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00228"," CPOX, hemF"," coproporphyrinogen III oxidase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00228"," CPOX, hemF"," coproporphyrinogen III oxidase "," Porphyrin metabolism","C. closterium 8","Iron Amendment",2.5364498534432
"K00228"," CPOX, hemF"," coproporphyrinogen III oxidase "," Biosynthesis of cofactors","C. closterium 8","Iron Amendment",1.41961029942436
"K15849"," PAT, AAT"," bifunctional aspartate aminotransferase and glutamate/aspartate-prephenate aminotransferase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K16055"," TPS"," trehalose 6-phosphate synthase/phosphatase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K01749"," hemC, HMBS"," hydroxymethylbilane synthase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K01749"," hemC, HMBS"," hydroxymethylbilane synthase "," Porphyrin metabolism","C. closterium 8","Iron Amendment",2.5364498534432
"K01749"," hemC, HMBS"," hydroxymethylbilane synthase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K01749"," hemC, HMBS"," hydroxymethylbilane synthase "," Biosynthesis of cofactors","C. closterium 8","Iron Amendment",1.41961029942436
"K01749"," hemC, HMBS"," hydroxymethylbilane synthase "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K01749"," hemC, HMBS"," hydroxymethylbilane synthase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01940"," argG, ASS1"," argininosuccinate synthase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K00817"," hisC"," histidinol-phosphate aminotransferase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00817"," hisC"," histidinol-phosphate aminotransferase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01555"," FAH, fahA"," fumarylacetoacetase "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K14338"," cypD_E, CYP102A, CYP505"," cytochrome P450 / NADPH-cytochrome P450 reductase "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K14338"," cypD_E, CYP102A, CYP505"," cytochrome P450 / NADPH-cytochrome P450 reductase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K14338"," cypD_E, CYP102A, CYP505"," cytochrome P450 / NADPH-cytochrome P450 reductase "," Tryptophan metabolism","C. closterium 8","Iron Amendment",1.77370897263595
"K14338"," cypD_E, CYP102A, CYP505"," cytochrome P450 / NADPH-cytochrome P450 reductase "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K10534"," NR"," nitrate reductase (NAD(P)H) "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K13788"," pta"," phosphate acetyltransferase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K13788"," pta"," phosphate acetyltransferase "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K13788"," pta"," phosphate acetyltransferase "," Propanoate metabolism","C. closterium 8","Iron Amendment",2.03263067238446
"K13788"," pta"," phosphate acetyltransferase "," Pyruvate metabolism","C. closterium 8","Iron Amendment",1.79061580379515
"K03953"," NDUFA9"," NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 9"," Oxidative phosphorylation","C. closterium 8","Iron Amendment",1.62668324998714
"K00297"," metF, MTHFR"," methylenetetrahydrofolate reductase (NADH) "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00297"," metF, MTHFR"," methylenetetrahydrofolate reductase (NADH) "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K00297"," metF, MTHFR"," methylenetetrahydrofolate reductase (NADH) "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K01512"," acyP"," acylphosphatase "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K01512"," acyP"," acylphosphatase "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K13606"," NOL, NYC1"," chlorophyll(ide) b reductase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K13606"," NOL, NYC1"," chlorophyll(ide) b reductase "," Porphyrin metabolism","C. closterium 8","Iron Amendment",2.5364498534432
"K01477"," alc, ALLC"," allantoicase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K01477"," alc, ALLC"," allantoicase "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K01895"," ACSS1_2, acs"," acetyl-CoA synthetase "," Glyoxylate and dicarboxylate metabolism","G. huxleyi","Iron Amendment",1.82377815074009
"K01895"," ACSS1_2, acs"," acetyl-CoA synthetase "," Carbon metabolism","G. huxleyi","Iron Amendment",1.75871973019059
"K01895"," ACSS1_2, acs"," acetyl-CoA synthetase "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K01895"," ACSS1_2, acs"," acetyl-CoA synthetase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K01895"," ACSS1_2, acs"," acetyl-CoA synthetase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K01895"," ACSS1_2, acs"," acetyl-CoA synthetase "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K01895"," ACSS1_2, acs"," acetyl-CoA synthetase "," Propanoate metabolism","C. closterium 8","Iron Amendment",2.03263067238446
"K01895"," ACSS1_2, acs"," acetyl-CoA synthetase "," Glycolysis / Gluconeogenesis","C. closterium 8","Iron Amendment",2.01414568179882
"K01895"," ACSS1_2, acs"," acetyl-CoA synthetase "," Pyruvate metabolism","C. closterium 8","Iron Amendment",1.79061580379515
"K00787"," FDPS"," farnesyl diphosphate synthase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00787"," FDPS"," farnesyl diphosphate synthase "," Terpenoid backbone biosynthesis","C. closterium 8","Iron Amendment",1.71474251589379
"K19073"," DVR"," divinyl chlorophyllide a 8-vinyl-reductase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K19073"," DVR"," divinyl chlorophyllide a 8-vinyl-reductase "," Porphyrin metabolism","C. closterium 8","Iron Amendment",2.5364498534432
"K02144"," ATPeV1H"," V-type H+-transporting ATPase subunit H"," Oxidative phosphorylation","C. closterium 8","Iron Amendment",1.62668324998714
"K07508"," ACAA2"," acetyl-CoA acyltransferase 2 "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K07508"," ACAA2"," acetyl-CoA acyltransferase 2 "," Fatty acid metabolism","C. closterium 8","Iron Amendment",2.29790592204091
"K07508"," ACAA2"," acetyl-CoA acyltransferase 2 "," Fatty acid elongation","C. closterium 8","Iron Amendment",1.95518336130659
"K21104"," E3.1.1.101"," poly(ethylene terephthalate) hydrolase "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K18533"," AK9"," adenylate/nucleoside-diphosphate kinase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K18533"," AK9"," adenylate/nucleoside-diphosphate kinase "," Biosynthesis of cofactors","C. closterium 8","Iron Amendment",1.41961029942436
"K02259"," COX15, ctaA"," heme a synthase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K00225"," GLDH"," L-galactono-1,4-lactone dehydrogenase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00225"," GLDH"," L-galactono-1,4-lactone dehydrogenase "," Biosynthesis of cofactors","C. closterium 8","Iron Amendment",1.41961029942436
"K00225"," GLDH"," L-galactono-1,4-lactone dehydrogenase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K02641"," petH"," ferredoxin--NADP+ reductase "," Photosynthesis","C. closterium 8","Iron Amendment",2.13832477745555
"K01074"," PPT"," palmitoyl-protein thioesterase "," Fatty acid metabolism","C. closterium 8","Iron Amendment",2.29790592204091
"K01074"," PPT"," palmitoyl-protein thioesterase "," Fatty acid elongation","C. closterium 8","Iron Amendment",1.95518336130659
"K01507"," ppa"," inorganic pyrophosphatase "," Oxidative phosphorylation","C. closterium 8","Iron Amendment",1.62668324998714
"K00640"," cysE"," serine O-acetyltransferase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00640"," cysE"," serine O-acetyltransferase "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K01061"," E3.1.1.45"," carboxymethylenebutenolidase "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K01756"," purB, ADSL"," adenylosuccinate lyase "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K02716"," psbO"," photosystem II oxygen-evolving enhancer protein 1"," Photosynthesis","C. closterium 8","Iron Amendment",2.13832477745555
"K00616"," TALDO1, talB, talA"," transaldolase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00616"," TALDO1, talB, talA"," transaldolase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00616"," TALDO1, talB, talA"," transaldolase "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K01698"," hemB, ALAD"," porphobilinogen synthase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K01698"," hemB, ALAD"," porphobilinogen synthase "," Porphyrin metabolism","C. closterium 8","Iron Amendment",2.5364498534432
"K01698"," hemB, ALAD"," porphobilinogen synthase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K01698"," hemB, ALAD"," porphobilinogen synthase "," Biosynthesis of cofactors","C. closterium 8","Iron Amendment",1.41961029942436
"K01586"," lysA"," diaminopimelate decarboxylase "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K00218"," por"," protochlorophyllide reductase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00218"," por"," protochlorophyllide reductase "," Porphyrin metabolism","C. closterium 8","Iron Amendment",2.5364498534432
"K15397"," KCS"," 3-ketoacyl-CoA synthase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K12501"," HST"," homogentisate solanesyltransferase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K12501"," HST"," homogentisate solanesyltransferase "," Biosynthesis of cofactors","C. closterium 8","Iron Amendment",1.41961029942436
"K01519"," rdgB, ITPA"," XTP/dITP diphosphohydrolase "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K00026"," MDH2"," malate dehydrogenase "," Glyoxylate and dicarboxylate metabolism","G. huxleyi","Iron Amendment",1.82377815074009
"K00026"," MDH2"," malate dehydrogenase "," Carbon metabolism","G. huxleyi","Iron Amendment",1.75871973019059
"K00026"," MDH2"," malate dehydrogenase "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K01958"," PC, pyc"," pyruvate carboxylase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K01958"," PC, pyc"," pyruvate carboxylase "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K01958"," PC, pyc"," pyruvate carboxylase "," Pyruvate metabolism","C. closterium 8","Iron Amendment",1.79061580379515
"K03949"," NDUFA5"," NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 5"," Oxidative phosphorylation","C. closterium 8","Iron Amendment",1.62668324998714
"K13507"," GAT"," glycerol-3-phosphate O-acyltransferase / dihydroxyacetone phosphate acyltransferase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K13507"," GAT"," glycerol-3-phosphate O-acyltransferase / dihydroxyacetone phosphate acyltransferase "," Glycerophospholipid metabolism","C. closterium 8","Iron Amendment",1.92490479267325
"K13507"," GAT"," glycerol-3-phosphate O-acyltransferase / dihydroxyacetone phosphate acyltransferase "," Glycerolipid metabolism","C. closterium 8","Iron Amendment",1.88849886893561
"K01599"," hemE, UROD"," uroporphyrinogen decarboxylase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K01599"," hemE, UROD"," uroporphyrinogen decarboxylase "," Porphyrin metabolism","C. closterium 8","Iron Amendment",2.5364498534432
"K01599"," hemE, UROD"," uroporphyrinogen decarboxylase "," Biosynthesis of cofactors","C. closterium 8","Iron Amendment",1.41961029942436
"K00495"," CYP71AN24"," phenylacetaldehyde oxime monooxygenase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K07408"," CYP1A1"," cytochrome P450 family 1 subfamily A1 "," Tryptophan metabolism","C. closterium 8","Iron Amendment",1.77370897263595
"K11868"," CYP71A13"," indoleacetaldoxime dehydratase "," Tryptophan metabolism","C. closterium 8","Iron Amendment",1.77370897263595
"K00615"," E2.2.1.1, tktA, tktB"," transketolase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00615"," E2.2.1.1, tktA, tktB"," transketolase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00615"," E2.2.1.1, tktA, tktB"," transketolase "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K00615"," E2.2.1.1, tktA, tktB"," transketolase "," Carbon fixation in photosynthetic organisms","C. closterium 8","Iron Amendment",1.98327842295878
"K00615"," E2.2.1.1, tktA, tktB"," transketolase "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K00615"," E2.2.1.1, tktA, tktB"," transketolase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K19269"," PGP, PGLP"," phosphoglycolate phosphatase "," Glyoxylate and dicarboxylate metabolism","G. huxleyi","Iron Amendment",1.82377815074009
"K19269"," PGP, PGLP"," phosphoglycolate phosphatase "," Carbon metabolism","G. huxleyi","Iron Amendment",1.75871973019059
"K19269"," PGP, PGLP"," phosphoglycolate phosphatase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K19269"," PGP, PGLP"," phosphoglycolate phosphatase "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K18534"," K18534"," MPBQ/MSBQ methyltransferase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K18534"," K18534"," MPBQ/MSBQ methyltransferase "," Biosynthesis of cofactors","C. closterium 8","Iron Amendment",1.41961029942436
"K00227"," SC5DL, ERG3"," Delta7-sterol 5-desaturase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01736"," aroC"," chorismate synthase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K04040"," chlG, bchG"," chlorophyll/bacteriochlorophyll a synthase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K04040"," chlG, bchG"," chlorophyll/bacteriochlorophyll a synthase "," Porphyrin metabolism","C. closterium 8","Iron Amendment",2.5364498534432
"K14676"," NTE, NRE"," lysophospholipid hydrolase "," Glycerophospholipid metabolism","C. closterium 8","Iron Amendment",1.92490479267325
"K05275"," E1.1.1.65"," pyridoxine 4-dehydrogenase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00145"," argC"," N-acetyl-gamma-glutamyl-phosphate reductase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K01899"," LSC1"," succinyl-CoA synthetase alpha subunit "," Carbon metabolism","G. huxleyi","Iron Amendment",1.75871973019059
"K01899"," LSC1"," succinyl-CoA synthetase alpha subunit "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K01607"," pcaC"," 4-carboxymuconolactone decarboxylase "," Benzoate degradation","G. huxleyi","Iron Amendment",1.90468242594926
"K01607"," pcaC"," 4-carboxymuconolactone decarboxylase "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K01607"," pcaC"," 4-carboxymuconolactone decarboxylase "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K13517"," MBOAT1_2"," lysophospholipid acyltransferase 1/2 "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K13517"," MBOAT1_2"," lysophospholipid acyltransferase 1/2 "," Glycerophospholipid metabolism","C. closterium 8","Iron Amendment",1.92490479267325
