"orfs","pfam_iteration","pfam_id"
"NODE_14900_length_1336_cov_7.187648_g9475_i1.p1","pfam_2","cobW"
"NODE_14901_length_1336_cov_7.110847_g9930_i0.p1","pfam_1","Bgal_small_N"
"NODE_14901_length_1336_cov_7.110847_g9930_i0.p1","pfam_2","Glyco_hydro_2_C"
"NODE_14906_length_1336_cov_3.790974_g9935_i0.p1","pfam_1","GerE"
"NODE_14906_length_1336_cov_3.790974_g9935_i0.p1","pfam_2","Response_reg"
"NODE_14906_length_1336_cov_3.790974_g9935_i0.p2","pfam_1","FIST"
"NODE_14906_length_1336_cov_3.790974_g9935_i0.p2","pfam_2","FIST_C"
"NODE_14909_length_1335_cov_345.745642_g9937_i0.p1","pfam_1","HA"
"NODE_1490_length_3677_cov_19.020533_g1028_i0.p2","pfam_1","Gly_radical"
"NODE_1490_length_3677_cov_19.020533_g1028_i0.p2","pfam_2","PFL-like"
"NODE_1490_length_3677_cov_19.020533_g1028_i0.p1","pfam_1","Gly_radical"
"NODE_1490_length_3677_cov_19.020533_g1028_i0.p1","pfam_2","PFL-like"
"NODE_14910_length_1335_cov_79.449287_g9938_i0.p1","pfam_1","AAA"
"NODE_14914_length_1335_cov_5.083201_g9941_i0.p1","pfam_1","TMEM189_B_dmain"
"NODE_14917_length_1334_cov_206.953212_g8574_i1.p1","pfam_1","RNase_T"
"NODE_14918_length_1334_cov_114.605868_g9943_i0.p1","pfam_1","LOR"
"NODE_14919_length_1334_cov_113.737510_g5315_i2.p2","pfam_1","AAA_16"
"NODE_1491_length_3676_cov_46.953927_g1029_i0.p2","pfam_1","DnaJ"
"NODE_1491_length_3676_cov_46.953927_g1029_i0.p2","pfam_2","DnaJ_C"
"NODE_1491_length_3676_cov_46.953927_g1029_i0.p1","pfam_1","Mito_carr"
"NODE_14920_length_1334_cov_66.312450_g9944_i0.p1","pfam_1","Ldh_1_C"
"NODE_14920_length_1334_cov_66.312450_g9944_i0.p1","pfam_2","Ldh_1_N"
"NODE_14923_length_1334_cov_59.710547_g9946_i0.p1","pfam_1","Pkinase_Tyr"
"NODE_14924_length_1334_cov_57.800952_g9946_i1.p1","pfam_1","Pkinase_Tyr"
"NODE_14927_length_1334_cov_38.515464_g9948_i0.p1","pfam_1","CdCA1"
"NODE_14928_length_1334_cov_21.287074_g2543_i2.p1","pfam_1","LIM"
"NODE_14929_length_1334_cov_14.534496_g9949_i0.p1","pfam_1","Mito_carr"
"NODE_1492_length_3676_cov_21.929226_g1030_i0.p2","pfam_1","Peptidase_M50B"
"NODE_1492_length_3676_cov_21.929226_g1030_i0.p1","pfam_1","DUF563"
"NODE_14931_length_1334_cov_12.920698_g9950_i0.p1","pfam_1","FG-GAP"
"NODE_14931_length_1334_cov_12.920698_g9950_i0.p1","pfam_2","VCBS"
"NODE_14932_length_1334_cov_11.239492_g9659_i1.p1","pfam_1","ABM"
"NODE_14933_length_1334_cov_9.948454_g9951_i0.p1","pfam_1","Fapy_DNA_glyco"
"NODE_14933_length_1334_cov_9.948454_g9951_i0.p1","pfam_2","H2TH"
"NODE_14938_length_1334_cov_3.758128_g9954_i0.p1","pfam_1","STELLO"
"NODE_14939_length_1333_cov_173.230159_g9955_i0.p1","pfam_1","PRK"
"NODE_14940_length_1333_cov_65.098413_g9041_i1.p1","pfam_1","CLP_protease"
"NODE_14940_length_1333_cov_65.098413_g9041_i1.p1","pfam_2","Peptidase_S49"
"NODE_14941_length_1333_cov_25.844444_g9956_i0.p1","pfam_1","TMEM144"
"NODE_14942_length_1333_cov_17.641270_g9957_i0.p1","pfam_1","Ribosomal_S18"
"NODE_14946_length_1333_cov_4.792063_g9960_i0.p1","pfam_1","DLH"
"NODE_14946_length_1333_cov_4.792063_g9960_i0.p1","pfam_2","SAP"
"NODE_14947_length_1333_cov_3.431746_g9961_i0.p1","pfam_1","Formyl_trans_N"
"NODE_14948_length_1333_cov_2.329365_g9962_i0.p1","pfam_1","DHR-2"
"NODE_14949_length_1332_cov_499.954726_g9963_i0.p1","pfam_1","TPT"
"NODE_1494_length_3675_cov_29.249861_g1031_i0.p1","pfam_1","LRR_6"
"NODE_1494_length_3675_cov_29.249861_g1031_i0.p2","pfam_1","LSM"
"NODE_14952_length_1332_cov_72.918983_g9966_i0.p1","pfam_1","CRAL_TRIO"
"NODE_14952_length_1332_cov_72.918983_g9966_i0.p1","pfam_2","Y_phosphatase"
"NODE_14953_length_1332_cov_26.300238_g9821_i1.p1","pfam_1","His_Phos_1"
"NODE_14956_length_1332_cov_14.747419_g9281_i1.p1","pfam_1","UQ_con"
"NODE_14958_length_1332_cov_9.942812_g9969_i0.p1","pfam_1","Peptidase_C78"
"NODE_14958_length_1332_cov_9.942812_g9969_i0.p1","pfam_2","zf-C2H2"
"NODE_1495_length_3675_cov_14.421710_g1032_i0.p2","pfam_1","LRRNT_2"
"NODE_1495_length_3675_cov_14.421710_g1032_i0.p2","pfam_2","LRR_1"
"NODE_1495_length_3675_cov_14.421710_g1032_i0.p2","pfam_3","LRR_6"
"NODE_1495_length_3675_cov_14.421710_g1032_i0.p2","pfam_4","LRR_8"
"NODE_14960_length_1332_cov_2.488483_g9971_i0.p1","pfam_1","Biotin_lipoyl_2"
"NODE_14960_length_1332_cov_2.488483_g9971_i0.p1","pfam_2","HlyD"
"NODE_14960_length_1332_cov_2.488483_g9971_i0.p1","pfam_3","HlyD_3"
"NODE_14961_length_1331_cov_113.355326_g9972_i0.p1","pfam_1","GDP_Man_Dehyd"
"NODE_14962_length_1331_cov_100.705087_g9973_i0.p1","pfam_1","CRAL_TRIO"
"NODE_14962_length_1331_cov_100.705087_g9973_i0.p1","pfam_2","Y_phosphatase"
"NODE_14965_length_1331_cov_14.465819_g4578_i3.p1","pfam_1","Nucleotid_trans"
"NODE_14969_length_1331_cov_8.532591_g9977_i0.p1","pfam_1","Ank"
"NODE_14969_length_1331_cov_8.532591_g9977_i0.p1","pfam_2","Ank_2"
"NODE_14969_length_1331_cov_8.532591_g9977_i0.p1","pfam_3","Ank_4"
"NODE_14969_length_1331_cov_8.532591_g9977_i0.p1","pfam_4","Ank_5"
"NODE_14972_length_1331_cov_3.318760_g9980_i0.p1","pfam_1","Acylphosphatase"
"NODE_14973_length_1330_cov_72.809069_g3574_i2.p1","pfam_1","ILVD_EDD"
"NODE_14978_length_1330_cov_9.715195_g9982_i0.p1","pfam_1","PDT"
"NODE_14978_length_1330_cov_9.715195_g9982_i0.p1","pfam_2","SRP_SPB"
"NODE_14982_length_1329_cov_778.013535_g9748_i1.p1","pfam_1","Gelsolin"
"NODE_14985_length_1329_cov_76.035828_g9986_i0.p1","pfam_1","HSF_DNA-bind"
"NODE_14987_length_1329_cov_41.184713_g9987_i0.p1","pfam_1","PI-PLC-X"
"NODE_14988_length_1329_cov_37.667994_g9987_i1.p1","pfam_1","PI-PLC-X"
"NODE_14989_length_1329_cov_35.970541_g9988_i0.p1","pfam_1","IF3_C"
"NODE_14989_length_1329_cov_35.970541_g9988_i0.p1","pfam_2","IF3_N"
"NODE_1498_length_3673_cov_52.796944_g1035_i0.p1","pfam_1","Guanylate_cyc"
"NODE_1498_length_3673_cov_52.796944_g1035_i0.p1","pfam_2","PDEase_I"
"NODE_14991_length_1329_cov_11.286624_g9989_i0.p2","pfam_1","ADH_N"
"NODE_14991_length_1329_cov_11.286624_g9989_i0.p2","pfam_2","ADH_zinc_N"
"NODE_14991_length_1329_cov_11.286624_g9989_i0.p1","pfam_1","ADH_N"
"NODE_14991_length_1329_cov_11.286624_g9989_i0.p1","pfam_2","ADH_zinc_N"
"NODE_14992_length_1329_cov_6.188694_g9990_i0.p1","pfam_1","CRAL_TRIO"
"NODE_14992_length_1329_cov_6.188694_g9990_i0.p1","pfam_2","CRAL_TRIO_N"
"NODE_14994_length_1329_cov_5.851115_g9992_i0.p1","pfam_1","Aa_trans"
"NODE_14997_length_1329_cov_5.367038_g9995_i0.p1","pfam_1","Cyclin_N"
"NODE_149_length_6596_cov_88.684808_g103_i0.p2","pfam_1","Bromodomain"
"NODE_149_length_6596_cov_88.684808_g103_i0.p2","pfam_2","HAT_KAT11"
"NODE_149_length_6596_cov_88.684808_g103_i0.p2","pfam_3","zf-TAZ"
"NODE_149_length_6596_cov_88.684808_g103_i0.p1","pfam_1","Bromodomain"
"NODE_149_length_6596_cov_88.684808_g103_i0.p1","pfam_2","HAT_KAT11"
"NODE_149_length_6596_cov_88.684808_g103_i0.p1","pfam_3","zf-TAZ"
"NODE_14_length_11964_cov_55.853503_g10_i1.p1","pfam_1","Rhamno_transf"
"NODE_15000_length_1329_cov_4.720541_g9998_i0.p1","pfam_1","Epimerase"
"NODE_15000_length_1329_cov_4.720541_g9998_i0.p1","pfam_2","NAD_binding_10"
"NODE_15001_length_1329_cov_2.328822_g9999_i0.p3","pfam_1","CtaG_Cox11"
"NODE_15001_length_1329_cov_2.328822_g9999_i0.p1","pfam_1","UbiA"
"NODE_15004_length_1328_cov_16.642231_g2081_i2.p1","pfam_1","EF-hand_4"
"NODE_15007_length_1328_cov_8.194422_g4642_i1.p1","pfam_1","WD40"
"NODE_15008_length_1328_cov_7.710757_g10003_i0.p1","pfam_1","RRP36"
"NODE_15009_length_1328_cov_6.537052_g10004_i0.p1","pfam_1","Amidase"
"NODE_15009_length_1328_cov_6.537052_g10004_i0.p1","pfam_2","PCRF"
"NODE_15009_length_1328_cov_6.537052_g10004_i0.p1","pfam_3","RF-1"
"NODE_1500_length_3672_cov_37.958600_g1037_i0.p2","pfam_1","RRM_1"
"NODE_1500_length_3672_cov_37.958600_g1037_i0.p1","pfam_1","Nop52"
"NODE_15013_length_1328_cov_3.921912_g10006_i0.p1","pfam_1","Epimerase"
"NODE_15013_length_1328_cov_3.921912_g10006_i0.p1","pfam_2","NAD_binding_10"
"NODE_15015_length_1327_cov_88.993620_g10007_i0.p1","pfam_1","ArfGap"
"NODE_15017_length_1327_cov_72.237640_g10009_i0.p1","pfam_1","RPN13_C"
"NODE_15018_length_1327_cov_55.112440_g10010_i0.p1","pfam_1","Homeobox_KN"
"NODE_15019_length_1327_cov_40.279107_g10011_i0.p1","pfam_1","AAA_16"
"NODE_15021_length_1327_cov_12.624402_g10013_i0.p1","pfam_1","RNase_HII"
"NODE_15025_length_1327_cov_8.105263_g10015_i0.p1","pfam_1","RNA_pol_A_bac"
"NODE_15025_length_1327_cov_8.105263_g10015_i0.p1","pfam_2","RNA_pol_L"
"NODE_15026_length_1327_cov_4.490431_g9013_i1.p1","pfam_1","zf-C3HC4_2"
"NODE_15026_length_1327_cov_4.490431_g9013_i1.p1","pfam_2","zf-RING_2"
"NODE_15028_length_1326_cov_229.708699_g10017_i0.p3","pfam_1","Chloroa_b-bind"
"NODE_15028_length_1326_cov_229.708699_g10017_i0.p1","pfam_1","Chloroa_b-bind"
"NODE_15029_length_1326_cov_73.041500_g10018_i0.p1","pfam_1","Acyl_transf_1"
"NODE_15030_length_1326_cov_49.620112_g10019_i0.p1","pfam_1","Sigma70_r1_1"
"NODE_15030_length_1326_cov_49.620112_g10019_i0.p1","pfam_2","Sigma70_r1_2"
"NODE_15030_length_1326_cov_49.620112_g10019_i0.p1","pfam_3","Sigma70_r2"
"NODE_15030_length_1326_cov_49.620112_g10019_i0.p1","pfam_4","Sigma70_r3"
"NODE_15030_length_1326_cov_49.620112_g10019_i0.p1","pfam_5","Sigma70_r4"
"NODE_15038_length_1326_cov_5.496409_g10027_i0.p1","pfam_1","p450"
"NODE_1503_length_3670_cov_61.894634_g944_i1.p2","pfam_1","Nop25"
"NODE_1503_length_3670_cov_61.894634_g944_i1.p1","pfam_1","Peptidase_M14"
"NODE_15040_length_1325_cov_698.084665_g4774_i1.p1","pfam_1","zf-A20"
"NODE_15041_length_1325_cov_69.933706_g10029_i0.p1","pfam_1","OTCace"
"NODE_15041_length_1325_cov_69.933706_g10029_i0.p1","pfam_2","OTCace_N"
"NODE_15043_length_1325_cov_65.954473_g9140_i1.p1","pfam_1","BTB_2"
"NODE_15046_length_1325_cov_28.105431_g10032_i0.p1","pfam_1","HSF_DNA-bind"
"NODE_15048_length_1325_cov_19.147764_g10033_i0.p1","pfam_1","Semialdhyde_dh"
"NODE_15048_length_1325_cov_19.147764_g10033_i0.p1","pfam_2","Semialdhyde_dhC"
"NODE_15049_length_1325_cov_19.049521_g6635_i1.p1","pfam_1","Lactamase_B"
"NODE_1504_length_3670_cov_61.607173_g944_i2.p2","pfam_1","Nop25"
"NODE_1504_length_3670_cov_61.607173_g944_i2.p1","pfam_1","Peptidase_M14"
"NODE_15052_length_1325_cov_6.805112_g10035_i0.p1","pfam_1","ADH_N"
"NODE_15052_length_1325_cov_6.805112_g10035_i0.p1","pfam_2","ADH_zinc_N"
"NODE_15057_length_1324_cov_72.878497_g10038_i0.p1","pfam_1","Beach"
"NODE_15057_length_1324_cov_72.878497_g10038_i0.p1","pfam_2","PH_BEACH"
"NODE_15057_length_1324_cov_72.878497_g10038_i0.p1","pfam_3","WD40"
"NODE_15058_length_1324_cov_72.734612_g10038_i1.p1","pfam_1","Beach"
"NODE_15058_length_1324_cov_72.734612_g10038_i1.p1","pfam_2","PH_BEACH"
"NODE_15058_length_1324_cov_72.734612_g10038_i1.p1","pfam_3","WD40"
"NODE_15059_length_1324_cov_50.127898_g3040_i1.p1","pfam_1","EF-hand_5"
"NODE_15059_length_1324_cov_50.127898_g3040_i1.p1","pfam_2","EF-hand_7"
"NODE_15059_length_1324_cov_50.127898_g3040_i1.p1","pfam_3","FKBP_C"
"NODE_1505_length_3670_cov_28.842647_g1040_i0.p1","pfam_1","Glyco_hydro_2_C"
"NODE_1505_length_3670_cov_28.842647_g1040_i0.p1","pfam_2","Glyco_hydro_2_N"
"NODE_15061_length_1324_cov_27.894484_g10040_i0.p1","pfam_1","Ank"
"NODE_15061_length_1324_cov_27.894484_g10040_i0.p1","pfam_2","Ank_2"
"NODE_15061_length_1324_cov_27.894484_g10040_i0.p1","pfam_3","Ank_3"
"NODE_15061_length_1324_cov_27.894484_g10040_i0.p1","pfam_4","Ank_4"
"NODE_15061_length_1324_cov_27.894484_g10040_i0.p1","pfam_5","Ank_5"
"NODE_15062_length_1324_cov_18.056755_g4571_i1.p1","pfam_1","DUF3444"
"NODE_15062_length_1324_cov_18.056755_g4571_i1.p1","pfam_2","DnaJ"
"NODE_15063_length_1324_cov_16.085532_g3660_i2.p1","pfam_1","Pkinase"
"NODE_15065_length_1324_cov_12.935252_g5798_i1.p1","pfam_1","C2"
"NODE_15065_length_1324_cov_12.935252_g5798_i1.p1","pfam_2","PI-PLC-X"
"NODE_15065_length_1324_cov_12.935252_g5798_i1.p1","pfam_3","PI-PLC-Y"
"NODE_15066_length_1324_cov_11.709033_g10042_i0.p1","pfam_1","LRRNT_2"
"NODE_15066_length_1324_cov_11.709033_g10042_i0.p1","pfam_2","LRR_8"
"NODE_15066_length_1324_cov_11.709033_g10042_i0.p1","pfam_3","Pkinase_Tyr"
"NODE_15067_length_1324_cov_8.254197_g10043_i0.p1","pfam_1","Methyltransf_32"
"NODE_15069_length_1324_cov_3.004796_g10045_i0.p1","pfam_1","HTH_8"
"NODE_15069_length_1324_cov_3.004796_g10045_i0.p1","pfam_2","Response_reg"
"NODE_15069_length_1324_cov_3.004796_g10045_i0.p1","pfam_3","Sigma54_activat"
"NODE_1506_length_3670_cov_15.607729_g1041_i0.p2","pfam_1","Trypsin"
"NODE_15070_length_1323_cov_348.958400_g10046_i0.p1","pfam_1","Porin_3"
"NODE_15072_length_1323_cov_47.936000_g1885_i1.p1","pfam_1","bPH_2"
"NODE_15073_length_1323_cov_25.483200_g10047_i0.p1","pfam_1","Cir_N"
"NODE_15074_length_1323_cov_15.712800_g8133_i3.p1","pfam_1","BTB"
"NODE_15075_length_1323_cov_15.649600_g9159_i1.p1","pfam_1","Tim44"
"NODE_15078_length_1323_cov_4.300800_g10050_i0.p1","pfam_1","Fucokinase"
"NODE_15078_length_1323_cov_4.300800_g10050_i0.p1","pfam_2","GHMP_kinases_C"
"NODE_1507_length_3670_cov_14.127050_g1041_i1.p2","pfam_1","Trypsin"
"NODE_15085_length_1322_cov_17.353082_g10057_i0.p1","pfam_1","GDA1_CD39"
"NODE_15086_length_1322_cov_15.796637_g9410_i1.p1","pfam_1","CdCA1"
"NODE_1508_length_3670_cov_13.876008_g1042_i0.p1","pfam_1","Guanylate_cyc"
"NODE_1508_length_3670_cov_13.876008_g1042_i0.p1","pfam_2","PDEase_I"
"NODE_15090_length_1322_cov_13.861489_g9579_i1.p1","pfam_1","Ank_2"
"NODE_15090_length_1322_cov_13.861489_g9579_i1.p1","pfam_2","Ank_3"
"NODE_15090_length_1322_cov_13.861489_g9579_i1.p1","pfam_3","Ank_4"
"NODE_15091_length_1322_cov_11.621297_g10060_i0.p1","pfam_1","SNARE_assoc"
"NODE_15092_length_1322_cov_5.461169_g10061_i0.p1","pfam_1","zf-RING_2"
"NODE_15095_length_1322_cov_3.688551_g10064_i0.p1","pfam_1","ADH_N"
"NODE_15095_length_1322_cov_3.688551_g10064_i0.p1","pfam_2","ADH_zinc_N"
"NODE_15096_length_1322_cov_3.524420_g10065_i0.p1","pfam_1","adh_short"
"NODE_15098_length_1322_cov_3.090472_g10067_i0.p1","pfam_1","G6PD_C"
"NODE_15098_length_1322_cov_3.090472_g10067_i0.p1","pfam_2","G6PD_N"
"NODE_1509_length_3668_cov_56.860918_g1043_i0.p1","pfam_1","CRM1_C"
"NODE_1509_length_3668_cov_56.860918_g1043_i0.p1","pfam_2","IBN_N"
"NODE_1509_length_3668_cov_56.860918_g1043_i0.p1","pfam_3","Xpo1"
"NODE_15100_length_1322_cov_1.985588_g10069_i0.p1","pfam_1","DNA_pol_A_exo1"
"NODE_15100_length_1322_cov_1.985588_g10069_i0.p1","pfam_2","HRDC"
"NODE_15102_length_1321_cov_106.633814_g9353_i1.p1","pfam_1","Methyltransf_11"
"NODE_15103_length_1321_cov_35.475160_g10071_i0.p1","pfam_1","Nup35_RRM"
"NODE_15104_length_1321_cov_30.185096_g9061_i2.p1","pfam_1","Pkinase_Tyr"
"NODE_15105_length_1321_cov_10.241987_g10072_i0.p1","pfam_1","Big_2"
"NODE_15105_length_1321_cov_10.241987_g10072_i0.p1","pfam_2","CW_binding_1"
"NODE_15105_length_1321_cov_10.241987_g10072_i0.p1","pfam_3","LRR_5"
"NODE_15105_length_1321_cov_10.241987_g10072_i0.p1","pfam_4","Peptidase_S8"
"NODE_15105_length_1321_cov_10.241987_g10072_i0.p1","pfam_5","fn3_5"
"NODE_15107_length_1321_cov_9.143429_g10073_i0.p1","pfam_1","Tubulin"
"NODE_15107_length_1321_cov_9.143429_g10073_i0.p1","pfam_2","Tubulin_C"
"NODE_15108_length_1321_cov_8.665865_g10074_i0.p1","pfam_1","RsfS"
"NODE_15109_length_1321_cov_5.170673_g10075_i0.p2","pfam_1","DUF2470"
"NODE_15109_length_1321_cov_5.170673_g10075_i0.p2","pfam_2","DUF4499"
"NODE_1510_length_3668_cov_43.521280_g1044_i0.p2","pfam_1","AAA_16"
"NODE_1510_length_3668_cov_43.521280_g1044_i0.p2","pfam_2","GAF"
"NODE_1510_length_3668_cov_43.521280_g1044_i0.p2","pfam_3","HATPase_c"
"NODE_1510_length_3668_cov_43.521280_g1044_i0.p2","pfam_4","HisKA"
"NODE_1510_length_3668_cov_43.521280_g1044_i0.p2","pfam_5","PAS_9"
"NODE_1510_length_3668_cov_43.521280_g1044_i0.p2","pfam_6","Pkinase"
"NODE_1510_length_3668_cov_43.521280_g1044_i0.p1","pfam_1","AAA_16"
"NODE_1510_length_3668_cov_43.521280_g1044_i0.p1","pfam_2","GAF"
"NODE_1510_length_3668_cov_43.521280_g1044_i0.p1","pfam_3","HAMP"
"NODE_1510_length_3668_cov_43.521280_g1044_i0.p1","pfam_4","HATPase_c"
"NODE_1510_length_3668_cov_43.521280_g1044_i0.p1","pfam_5","HisKA"
"NODE_1510_length_3668_cov_43.521280_g1044_i0.p1","pfam_6","Hpt"
"NODE_1510_length_3668_cov_43.521280_g1044_i0.p1","pfam_7","PAS_3"
"NODE_1510_length_3668_cov_43.521280_g1044_i0.p1","pfam_8","PAS_4"
"NODE_1510_length_3668_cov_43.521280_g1044_i0.p1","pfam_9","PAS_8"
"NODE_1510_length_3668_cov_43.521280_g1044_i0.p1","pfam_10","PAS_9"
"NODE_1510_length_3668_cov_43.521280_g1044_i0.p1","pfam_11","Pkinase"
"NODE_1510_length_3668_cov_43.521280_g1044_i0.p1","pfam_12","Response_reg"
"NODE_1510_length_3668_cov_43.521280_g1044_i0.p1","pfam_13","SBP_bac_3"
"NODE_15110_length_1321_cov_5.151442_g10076_i0.p1","pfam_1","DHHC"
"NODE_15111_length_1321_cov_4.758013_g10077_i0.p1","pfam_1","Rad9"
"NODE_15113_length_1321_cov_4.181090_g10079_i0.p1","pfam_1","2OG-FeII_Oxy_2"
"NODE_15113_length_1321_cov_4.181090_g10079_i0.p1","pfam_2","Methyltransf_11"
"NODE_15113_length_1321_cov_4.181090_g10079_i0.p1","pfam_3","Rad60-SLD_2"
"NODE_15114_length_1321_cov_3.902244_g10080_i0.p1","pfam_1","Ank_2"
"NODE_15114_length_1321_cov_3.902244_g10080_i0.p1","pfam_2","Ank_3"
"NODE_15114_length_1321_cov_3.902244_g10080_i0.p1","pfam_3","Ank_4"
"NODE_15114_length_1321_cov_3.902244_g10080_i0.p1","pfam_4","Ank_5"
"NODE_15114_length_1321_cov_3.902244_g10080_i0.p1","pfam_5","DUF1835"
"NODE_15115_length_1320_cov_302.380112_g8719_i1.p1","pfam_1","Peptidase_C14"
"NODE_15117_length_1320_cov_53.934242_g10081_i0.p1","pfam_1","adh_short"
"NODE_15119_length_1320_cov_23.330393_g5438_i1.p1","pfam_1","Rhomboid"
"NODE_1511_length_3668_cov_22.212796_g1030_i1.p1","pfam_1","DUF563"
"NODE_1511_length_3668_cov_22.212796_g1030_i1.p2","pfam_1","Peptidase_M50B"
"NODE_15122_length_1320_cov_7.868484_g10085_i0.p1","pfam_1","Guanylate_cyc"
"NODE_15122_length_1320_cov_7.868484_g10085_i0.p1","pfam_2","PDEase_I"
"NODE_15123_length_1320_cov_7.323176_g10086_i0.p1","pfam_1","Mito_carr"
"NODE_15126_length_1320_cov_6.825180_g10089_i0.p1","pfam_1","LRRNT_2"
"NODE_15126_length_1320_cov_6.825180_g10089_i0.p1","pfam_2","LRR_1"
"NODE_15126_length_1320_cov_6.825180_g10089_i0.p1","pfam_3","LRR_8"
"NODE_15126_length_1320_cov_6.825180_g10089_i0.p2","pfam_1","CobW_C"
"NODE_15126_length_1320_cov_6.825180_g10089_i0.p2","pfam_2","cobW"
"NODE_15127_length_1320_cov_5.202085_g10090_i0.p1","pfam_1","FAM86"
"NODE_15127_length_1320_cov_5.202085_g10090_i0.p1","pfam_2","Methyltransf_16"
"NODE_15130_length_1319_cov_15.776886_g8133_i4.p1","pfam_1","BTB"
"NODE_15131_length_1319_cov_14.085072_g10093_i0.p1","pfam_1","HSF_DNA-bind"
"NODE_15132_length_1319_cov_12.666132_g10094_i0.p1","pfam_1","Adap_comp_sub"
"NODE_15133_length_1319_cov_11.216693_g10095_i0.p1","pfam_1","AstE_AspA"
"NODE_15134_length_1319_cov_9.382022_g10096_i0.p1","pfam_1","Mito_carr"
"NODE_15136_length_1319_cov_8.662921_g6550_i1.p1","pfam_1","Methyltransf_11"
"NODE_15138_length_1319_cov_7.958266_g10098_i0.p1","pfam_1","Mito_carr"
"NODE_15139_length_1319_cov_5.961477_g7294_i1.p1","pfam_1","MutS_V"
"NODE_1513_length_3667_cov_65.194491_g1046_i0.p1","pfam_1","Ank_2"
"NODE_1513_length_3667_cov_65.194491_g1046_i0.p1","pfam_2","DHHC"
"NODE_15141_length_1319_cov_2.853933_g10100_i0.p1","pfam_1","HHH_5"
"NODE_15141_length_1319_cov_2.853933_g10100_i0.p1","pfam_2","KH_5"
"NODE_15141_length_1319_cov_2.853933_g10100_i0.p1","pfam_3","NusA_N"
"NODE_15141_length_1319_cov_2.853933_g10100_i0.p1","pfam_4","S1"
"NODE_15142_length_1318_cov_194.428916_g8008_i1.p1","pfam_1","EF-hand_1"
"NODE_15143_length_1318_cov_67.941365_g9946_i2.p1","pfam_1","Pkinase_Tyr"
"NODE_15144_length_1318_cov_48.381526_g10101_i0.p1","pfam_1","HA"
"NODE_15145_length_1318_cov_32.546185_g8774_i1.p1","pfam_1","YGGT"
"NODE_15145_length_1318_cov_32.546185_g8774_i1.p2","pfam_1","F5_F8_type_C"
"NODE_15145_length_1318_cov_32.546185_g8774_i1.p2","pfam_2","Gal_Lectin"
"NODE_15145_length_1318_cov_32.546185_g8774_i1.p2","pfam_3","Kringle"
"NODE_15145_length_1318_cov_32.546185_g8774_i1.p2","pfam_4","LCCL"
"NODE_15145_length_1318_cov_32.546185_g8774_i1.p2","pfam_5","Laminin_G_3"
"NODE_15145_length_1318_cov_32.546185_g8774_i1.p2","pfam_6","Lectin_C"
"NODE_15145_length_1318_cov_32.546185_g8774_i1.p2","pfam_7","SEA"
"NODE_15145_length_1318_cov_32.546185_g8774_i1.p2","pfam_8","Trefoil"
"NODE_15145_length_1318_cov_32.546185_g8774_i1.p2","pfam_9","fn2"
"NODE_15147_length_1318_cov_17.671486_g10103_i0.p1","pfam_1","NUDIX"
"NODE_15148_length_1318_cov_8.025703_g10104_i0.p1","pfam_1","RVT_3"
"NODE_15149_length_1318_cov_7.027309_g10105_i0.p1","pfam_1","LRR_6"
"NODE_15151_length_1318_cov_3.928514_g10107_i0.p1","pfam_1","FPN1"
"NODE_15153_length_1318_cov_1.706827_g10108_i0.p1","pfam_1","LRRNT_2"
"NODE_15153_length_1318_cov_1.706827_g10108_i0.p1","pfam_2","LRR_1"
"NODE_15153_length_1318_cov_1.706827_g10108_i0.p1","pfam_3","LRR_6"
"NODE_15153_length_1318_cov_1.706827_g10108_i0.p1","pfam_4","LRR_8"
"NODE_15153_length_1318_cov_1.706827_g10108_i0.p1","pfam_5","Pkinase"
"NODE_15153_length_1318_cov_1.706827_g10108_i0.p1","pfam_6","Pkinase_Tyr"
"NODE_15155_length_1317_cov_71.909164_g10110_i0.p1","pfam_1","Cyclin_N"
"NODE_15157_length_1317_cov_20.704984_g10111_i0.p1","pfam_1","LON_substr_bdg"
"NODE_15161_length_1317_cov_11.397106_g10114_i0.p1","pfam_1","DUF1731"
"NODE_15161_length_1317_cov_11.397106_g10114_i0.p1","pfam_2","Epimerase"
"NODE_15163_length_1317_cov_3.605305_g10116_i0.p1","pfam_1","SET"
"NODE_15164_length_1317_cov_3.372990_g10117_i0.p1","pfam_1","RVT_3"
"NODE_15166_length_1317_cov_1.938103_g10119_i0.p1","pfam_1","DUF3638"
"NODE_15166_length_1317_cov_1.938103_g10119_i0.p1","pfam_2","DUF3645"
"NODE_15167_length_1316_cov_177.795656_g8872_i1.p1","pfam_1","Aldose_epim"
"NODE_1516_length_3667_cov_56.762938_g912_i1.p1","pfam_1","AAA_16"
"NODE_1516_length_3667_cov_56.762938_g912_i1.p1","pfam_2","BTAD"
"NODE_1516_length_3667_cov_56.762938_g912_i1.p1","pfam_3","Guanylate_cyc"
"NODE_1516_length_3667_cov_56.762938_g912_i1.p1","pfam_4","Trans_reg_C"
"NODE_15170_length_1316_cov_28.953339_g10121_i0.p1","pfam_1","DUF179"
"NODE_15171_length_1316_cov_21.368463_g10122_i0.p1","pfam_1","Methyltransf_22"
"NODE_15172_length_1316_cov_17.181818_g10123_i0.p1","pfam_1","Exostosin"
"NODE_15173_length_1316_cov_14.660499_g10124_i0.p1","pfam_1","Rhodanese"
"NODE_15177_length_1316_cov_7.510861_g10061_i1.p1","pfam_1","zf-RING_2"
