File,DATE,TIME,PAR,Fo(or_F),Fm,FmDec,Fv,FvDEC,Fv/Fm,FvD/FmD,Sigma,p,Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fm(PAM),Fv/Fm(PAM),GAIN,MTF:Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fo-prime,qp-coeff,PAR,ETR,1/Tau,NPQ
08pFe19,9/14/22,52189,0,37650,60078,60973,22428,23323,0.373,0.383,165.9,0.36,0.76,426,0.16,3889,0.08,142547,,,1027,12795,0,39258,0.04,400,,,,,,,,,,,,38352.5,1,0,0,973.8,0
08pFe19-N,9/14/22,52270,0,5401,5081,5279,-320,-122,-0.063,-0.023,95.5,0.06,0.84,125,0,5089,0.16,216839,,,129,35681,0,5386,0,1600,,,,,,,,,,,,5549,1,0,0,7735.3,0
08pFe21.9-N,9/14/22,52347,0,1299,2239,2475,940,1176,0.42,0.475,217.4,0.29,0.54,433,0.39,3760,0.07,176111,,,1826,14515,0,1398,0.07,2000,,,,,,,,,,,,1496.4,1,0,0,547.7,0
08pFe21.9,10/3/22,49660,0,5467,9073,9028,3606,3561,0.397,0.394,290.3,0.25,0.74,532,0.15,5120,0.11,160873,--------,-------,1289,19497,0,5968,0.08,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,5758.5,1,0,0,775.5,0
08pFe19,10/5/22,64256,0,30157,64228,63912,34071,33755,0.53,0.528,270,0.37,0.47,498,0.14,7921,0.11,156542,-------- -,------,1700,19310,0,34070,0.11,600,--------,-------,-------- --,----- -,------- -,------ -,-------,------- -,------- -,------- -,-------,32689.6,1,0,0,588.2,0
08pFe21.9,10/5/22,64671,0,6026,10935,11016,4910,4990,0.449,0.453,318.4,0.06,67,659,0.19,6237,0.13,138697,-------- -,------,1888,20315,0,6922,0.13,1400,--------,-------,-------- --,----- -,------- -,------ -,-------,------- -,------- -,------- -,-------,6719.6,1,0,0,529.8,0
08pFe21.9-N,10/5/22,65405,0,7333,14334,14306,7001,6972,0.488,0.487,300.6,0.16,0.68,533,0.18,4288,0.14,120096,-------- -,------,1309,17808,0,8435,0.13,1200,--------,-------,-------- --,----- -,------- -,------ -,-------,------- -,------- -,------- -,-------,8160.6,1,0,0,764.1,0
08pFe19,9/26/22,49673,0,11351,20465,20700,9114,9349,0.445,0.452,173,0.4,0.72,437,0.21,4943,0.07,223275,--------,-------,1437,17641,0,12014,0.06,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11629,1,0,0,695.7,0
08pFe21.9,9/26/22,49842,0,1537,2442,2754,905,1217,0.371,0.442,253.6,0.29,0.53,370,0.39,4164,0.08,127277,--------,-------,1984,12063,0,1641,0.06,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1734.8,1,0,0,503.9,0
08pFe19-N,9/26/22,49881,0,2074,4172,4458,2098,2385,0.503,0.535,185.4,0.45,0.7,428,0.24,3826,0.06,227012,--------,-------,1299,15727,0,2224,0.07,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2272.8,1,0,0,769.9,0
08pFe21.9-N,9/26/22,49932,0,2657,2981,3580,324,924,0.109,0.258,278.3,0.39,0.63,733,0.31,4120,0.06,60000,--------,-------,1855,5093,0,2697,0.02,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,2848.9,1,0,0,539.1,0
13pFe19,11/20/22,69805,0,42550,79117,79530,36567,36980,0.462,0.465,232.2,0.03,0.68,727,0.23,5397,0.09,163809,--------,-------,1886,16731,0,47220,0.1,400,-------- -,------ -,------- --,----- ---,-----,-------,--------,------- -,-------,-------- -,-------,45757.8,1,0,0,530.2,0
13pFe21.9,11/20/22,70472,0,18320,24577,27470,6257,9151,0.255,0.333,239.8,0.03,0.49,2226,0.34,29186,0.17,60000,--------,-------,13348,21294,0,19010,0.04,1000,-------- -,------ -,------- --,----- ---,-----,-------,--------,------- -,-------,-------- -,-------,21945.4,1,0,0,74.9,0
13pFe19,11/12/22,60626,0,11956,22917,23183,10961,11227,0.478,0.484,267.8,0.13,0.67,527,0.25,3404,0.08,278157,--------,-------,1305,23899,0,13542,0.12,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,12850.4,1,0,0,766.5,0
13pFe21.9,11/12/22,61289,0,16496,25582,26680,9086,10184,0.355,0.382,240.8,0.03,0.46,1506,0.3,15037,0.24,60000,--------,-------,6842,19813,0,17441,0.05,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18335.3,1,0,0,146.1,0
13pFe19-N,11/12/22,61954,0,13721,26459,27322,12737,13600,0.481,0.498,244.3,0.04,0.62,607,0.3,3443,0.07,245488,--------,-------,1528,19820,0,15496,0.11,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,14811.2,1,0,0,654.6,0
13pFE21.9-N,11/12/22,62943,0,9081,12556,12993,3475,3912,0.277,0.301,242.9,0.03,0.45,1916,0.46,31176,0.09,60000,--------,-------,16579,20573,0,9428,0.04,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,10215.4,1,0,0,60.3,0
