"orfs","ko_iteration","ko_id"
"NODE_14082_length_1397_cov_14.891994_g9358_i0.p1","ko:_4","K08756"
"NODE_14083_length_1397_cov_11.337613_g4532_i3.p1","ko:_1","K11426"
"NODE_14092_length_1396_cov_8.826909_g9365_i0.p1","ko:_1","K15225"
"NODE_14113_length_1394_cov_18.613172_g6668_i4.p1","ko:_1","K10667"
"NODE_14119_length_1393_cov_24.084848_g9381_i0.p1","ko:_1","K01934"
"NODE_14121_length_1393_cov_11.690909_g9382_i0.p1","ko:_1","K15429"
"NODE_14125_length_1393_cov_7.624242_g9385_i0.p1","ko:_1","K05955"
"NODE_14126_length_1393_cov_6.950758_g9386_i0.p1","ko:_1","K01915"
"NODE_1412_length_3729_cov_74.348468_g970_i0.p3","ko:_1","K01784"
"NODE_1412_length_3729_cov_74.348468_g970_i0.p4","ko:_1","K01784"
"NODE_14131_length_1392_cov_35.507961_g8180_i2.p1","ko:_1","K00253"
"NODE_14135_length_1392_cov_15.567854_g9393_i0.p1","ko:_1","K11340"
"NODE_14136_length_1392_cov_14.670205_g9394_i0.p1","ko:_1","K05293"
"NODE_14142_length_1391_cov_41.865706_g8865_i1.p1","ko:_1","K00459"
"NODE_14159_length_1390_cov_45.720577_g674_i2.p1","ko:_1","K02350"
"NODE_14160_length_1390_cov_45.444191_g3816_i4.p1","ko:_1","K01191"
"NODE_14161_length_1390_cov_41.485953_g9409_i0.p1","ko:_1","K10326"
"NODE_14161_length_1390_cov_41.485953_g9409_i0.p1","ko:_2","K10332"
"NODE_14161_length_1390_cov_41.485953_g9409_i0.p1","ko:_3","K10340"
"NODE_14169_length_1390_cov_3.027335_g9414_i0.p1","ko:_1","K01623"
"NODE_14171_length_1389_cov_977.876900_g9416_i0.p1","ko:_1","K02716"
"NODE_14175_length_1389_cov_84.085866_g9089_i1.p1","ko:_1","K08894"
"NODE_14175_length_1389_cov_84.085866_g9089_i1.p1","ko:_2","K08895"
"NODE_14176_length_1389_cov_76.180851_g9418_i0.p1","ko:_1","K03064"
"NODE_14180_length_1389_cov_16.097264_g9421_i0.p1","ko:_1","K08150"
"NODE_14181_length_1389_cov_12.335106_g9422_i0.p2","ko:_1","K01179"
"NODE_14181_length_1389_cov_12.335106_g9422_i0.p2","ko:_2","K01190"
"NODE_14181_length_1389_cov_12.335106_g9422_i0.p2","ko:_3","K03931"
"NODE_14181_length_1389_cov_12.335106_g9422_i0.p2","ko:_4","K12308"
"NODE_14181_length_1389_cov_12.335106_g9422_i0.p2","ko:_5","K21449"
"NODE_14182_length_1389_cov_11.816109_g9423_i0.p1","ko:_1","K00799"
"NODE_14184_length_1389_cov_7.440729_g9425_i0.p1","ko:_1","K10481"
"NODE_14184_length_1389_cov_7.440729_g9425_i0.p1","ko:_2","K11578"
"NODE_14184_length_1389_cov_7.440729_g9425_i0.p1","ko:_3","K14809"
"NODE_14184_length_1389_cov_7.440729_g9425_i0.p1","ko:_4","K21122"
"NODE_14189_length_1388_cov_283.015209_g7756_i1.p1","ko:_1","K01365"
"NODE_14191_length_1388_cov_145.149049_g9429_i0.p1","ko:_1","K03671"
"NODE_14195_length_1388_cov_14.093536_g9431_i0.p1","ko:_1","K05292"
"NODE_14195_length_1388_cov_14.093536_g9431_i0.p1","ko:_2","K14807"
"NODE_14195_length_1388_cov_14.093536_g9431_i0.p1","ko:_3","K15168"
"NODE_14197_length_1388_cov_10.441065_g9432_i0.p1","ko:_1","K00773"
"NODE_14201_length_1388_cov_3.981749_g9435_i0.p1","ko:_1","K14536"
"NODE_14202_length_1388_cov_3.880608_g9436_i0.p1","ko:_1","K00898"
"NODE_14207_length_1387_cov_77.798326_g860_i6.p1","ko:_1","K01881"
"NODE_1420_length_3724_cov_49.230622_g976_i0.p1","ko:_1","K21737"
"NODE_14211_length_1387_cov_25.376712_g9439_i0.p1","ko:_1","K13220"
"NODE_14212_length_1387_cov_19.112633_g9440_i0.p1","ko:_1","K01514"
"NODE_14214_length_1387_cov_16.175799_g5452_i1.p1","ko:_1","K16726"
"NODE_14216_length_1387_cov_12.439117_g9443_i0.p1","ko:_1","K03679"
"NODE_14217_length_1387_cov_9.659817_g4847_i1.p1","ko:_1","K07427"
"NODE_14217_length_1387_cov_9.659817_g4847_i1.p1","ko:_2","K15001"
"NODE_14217_length_1387_cov_9.659817_g4847_i1.p1","ko:_3","K17953"
"NODE_14225_length_1386_cov_51.286367_g9451_i0.p1","ko:_1","K14662"
"NODE_14226_length_1386_cov_18.488957_g5452_i2.p1","ko:_1","K17512"
"NODE_14229_length_1386_cov_9.543031_g9453_i0.p1","ko:_1","K15026"
"NODE_14233_length_1386_cov_3.555217_g9457_i0.p1","ko:_1","K02279"
"NODE_1423_length_3722_cov_276.238421_g978_i0.p2","ko:_1","K12876"
"NODE_1423_length_3722_cov_276.238421_g978_i0.p1","ko:_1","K03254"
"NODE_14242_length_1385_cov_27.313262_g9461_i0.p1","ko:_1","K15275"
"NODE_14244_length_1385_cov_16.287348_g9463_i0.p1","ko:_1","K11714"
"NODE_1424_length_3722_cov_19.564812_g979_i0.p2","ko:_1","K22377"
"NODE_14251_length_1385_cov_2.286585_g9470_i0.p1","ko:_1","K00133"
"NODE_14251_length_1385_cov_2.286585_g9470_i0.p4","ko:_1","K00052"
"NODE_14262_length_1384_cov_7.350877_g9477_i0.p1","ko:_1","K00059"
"NODE_14262_length_1384_cov_7.350877_g9477_i0.p1","ko:_2","K07124"
"NODE_14262_length_1384_cov_7.350877_g9477_i0.p1","ko:_3","K21883"
"NODE_14263_length_1384_cov_6.689550_g9478_i0.p1","ko:_1","K03453"
"NODE_14269_length_1383_cov_68.088550_g9480_i0.p1","ko:_1","K06185"
"NODE_14269_length_1383_cov_68.088550_g9480_i0.p3","ko:_1","K06185"
"NODE_1426_length_3721_cov_22.701754_g980_i0.p1","ko:_1","K14794"
"NODE_14272_length_1383_cov_18.399237_g9481_i0.p1","ko:_1","K06961"
"NODE_14276_length_1383_cov_12.320611_g9485_i0.p1","ko:_1","K00611"
"NODE_14278_length_1383_cov_6.683206_g9485_i1.p1","ko:_1","K00611"
"NODE_14281_length_1382_cov_199.181818_g9489_i0.p1","ko:_1","K01738"
"NODE_14283_length_1382_cov_85.194041_g9491_i0.p1","ko:_1","K00273"
"NODE_14284_length_1382_cov_85.114591_g9491_i1.p1","ko:_1","K00273"
"NODE_14285_length_1382_cov_30.230710_g9492_i0.p1","ko:_1","K11416"
"NODE_14285_length_1382_cov_30.230710_g9492_i0.p1","ko:_2","K11417"
"NODE_14286_length_1382_cov_19.380443_g9493_i0.p1","ko:_1","K05946"
"NODE_1428_length_3719_cov_43.150302_g982_i0.p1","ko:_1","K10589"
"NODE_14292_length_1382_cov_3.079450_g9499_i0.p1","ko:_1","K11498"
"NODE_14294_length_1381_cov_47.089450_g9501_i0.p1","ko:_1","K18038"
"NODE_14295_length_1381_cov_39.743119_g9502_i0.p1","ko:_1","K00486"
"NODE_14302_length_1381_cov_9.941896_g7910_i1.p1","ko:_1","K14007"
"NODE_14307_length_1381_cov_4.074159_g9511_i0.p1","ko:_1","K01406"
"NODE_14314_length_1380_cov_32.097934_g9516_i0.p1","ko:_1","K14304"
"NODE_14315_length_1380_cov_30.000765_g9516_i1.p1","ko:_1","K14304"
"NODE_14317_length_1380_cov_13.890589_g9517_i0.p1","ko:_1","K01507"
"NODE_14322_length_1380_cov_5.754399_g7510_i1.p1","ko:_1","K05747"
"NODE_14322_length_1380_cov_5.754399_g7510_i1.p1","ko:_2","K07604"
"NODE_14322_length_1380_cov_5.754399_g7510_i1.p1","ko:_3","K07605"
"NODE_14322_length_1380_cov_5.754399_g7510_i1.p1","ko:_4","K14317"
"NODE_14326_length_1379_cov_411.863706_g3328_i5.p1","ko:_1","K13412"
"NODE_14327_length_1379_cov_407.290199_g3328_i6.p1","ko:_1","K13412"
"NODE_1432_length_3717_cov_18.833150_g985_i0.p2","ko:_1","K03924"
"NODE_1432_length_3717_cov_18.833150_g985_i0.p1","ko:_1","K03924"
"NODE_14331_length_1379_cov_57.177642_g9525_i0.p1","ko:_1","K01255"
"NODE_14332_length_1379_cov_47.677642_g3119_i3.p1","ko:_1","K13181"
"NODE_14333_length_1379_cov_46.736600_g9526_i0.p1","ko:_1","K01265"
"NODE_14336_length_1379_cov_19.906585_g9529_i0.p1","ko:_1","K04382"
"NODE_14337_length_1379_cov_14.186830_g4536_i1.p2","ko:_1","K01392"
"NODE_14337_length_1379_cov_14.186830_g4536_i1.p2","ko:_2","K01393"
"NODE_14337_length_1379_cov_14.186830_g4536_i1.p1","ko:_1","K01392"
"NODE_14337_length_1379_cov_14.186830_g4536_i1.p1","ko:_2","K01393"
"NODE_14338_length_1379_cov_13.710567_g9530_i0.p1","ko:_1","K13576"
"NODE_14338_length_1379_cov_13.710567_g9530_i0.p1","ko:_2","K14997"
"NODE_14345_length_1379_cov_2.943338_g9537_i0.p1","ko:_1","K00337"
"NODE_14346_length_1378_cov_181.703448_g9538_i0.p1","ko:_1","K08994"
"NODE_14351_length_1378_cov_30.188506_g9542_i0.p1","ko:_1","K01735"
"NODE_14352_length_1378_cov_22.872031_g9543_i0.p1","ko:_1","K15716"
"NODE_14352_length_1378_cov_22.872031_g9543_i0.p1","ko:_2","K16271"
"NODE_14352_length_1378_cov_22.872031_g9543_i0.p1","ko:_3","K19041"
"NODE_14352_length_1378_cov_22.872031_g9543_i0.p1","ko:_4","K22378"
"NODE_14353_length_1378_cov_18.571648_g9544_i0.p1","ko:_1","K11153"
"NODE_14355_length_1378_cov_14.273563_g9546_i0.p1","ko:_1","K08994"
"NODE_14356_length_1377_cov_141.049080_g9547_i0.p1","ko:_1","K04515"
"NODE_1435_length_3715_cov_70.852828_g988_i0.p1","ko:_1","K06972"
"NODE_14360_length_1377_cov_56.319018_g3477_i2.p1","ko:_1","K19041"
"NODE_14365_length_1377_cov_27.983896_g7481_i3.p1","ko:_1","K11366"
"NODE_14365_length_1377_cov_27.983896_g7481_i3.p1","ko:_2","K11835"
"NODE_14365_length_1377_cov_27.983896_g7481_i3.p1","ko:_3","K11839"
"NODE_14365_length_1377_cov_27.983896_g7481_i3.p1","ko:_4","K11870"
"NODE_14369_length_1377_cov_13.373466_g9555_i0.p1","ko:_1","K02945"
"NODE_14369_length_1377_cov_13.373466_g9555_i0.p1","ko:_2","K03527"
"NODE_1436_length_3715_cov_44.180945_g989_i0.p1","ko:_1","K13240"
"NODE_1436_length_3715_cov_44.180945_g989_i0.p1","ko:_2","K13241"
"NODE_14370_length_1377_cov_13.313650_g9556_i0.p1","ko:_1","K17817"
"NODE_14374_length_1377_cov_6.440951_g9560_i0.p1","ko:_1","K06634"
"NODE_14376_length_1377_cov_5.872699_g9562_i0.p1","ko:_1","K00565"
"NODE_14380_length_1376_cov_234.673062_g7428_i1.p1","ko:_1","K01749"
"NODE_14382_length_1376_cov_14.678434_g8877_i1.p1","ko:_1","K07897"
"NODE_14389_length_1376_cov_4.492709_g9435_i1.p1","ko:_1","K14536"
"NODE_14392_length_1375_cov_56.758065_g9573_i0.p1","ko:_1","K21480"
"NODE_14395_length_1375_cov_32.157450_g4470_i2.p1","ko:_1","K00624"
"NODE_14396_length_1375_cov_26.666667_g9576_i0.p1","ko:_1","K15272"
"NODE_14400_length_1375_cov_10.321813_g9579_i0.p1","ko:_1","K21440"
"NODE_14404_length_1375_cov_3.413210_g9583_i0.p4","ko:_1","K07152"
"NODE_14404_length_1375_cov_3.413210_g9583_i0.p4","ko:_2","K07810"
"NODE_14409_length_1374_cov_18.096849_g9586_i0.p1","ko:_1","K14798"
"NODE_14415_length_1374_cov_15.575711_g9591_i0.p1","ko:_1","K08489"
"NODE_1441_length_3711_cov_34.747664_g991_i0.p1","ko:_1","K01937"
"NODE_14423_length_1373_cov_38.711538_g9598_i0.p1","ko:_1","K15272"
"NODE_14433_length_1373_cov_6.187692_g9605_i0.p1","ko:_1","K07090"
"NODE_1444_length_3710_cov_19.837228_g993_i0.p1","ko:_1","K14676"
"NODE_14451_length_1372_cov_4.994611_g9620_i0.p1","ko:_1","K17307"
"NODE_14455_length_1371_cov_78.081664_g9623_i0.p1","ko:_1","K02991"
"NODE_14463_length_1371_cov_8.415254_g9629_i0.p1","ko:_1","K15503"
"NODE_14473_length_1370_cov_10.915189_g3332_i3.p1","ko:_1","K05692"
"NODE_14473_length_1370_cov_10.915189_g3332_i3.p1","ko:_2","K10355"
"NODE_14475_length_1370_cov_6.319198_g9637_i0.p1","ko:_1","K15503"
"NODE_14486_length_1368_cov_402.471815_g9039_i1.p1","ko:_1","K01624"
"NODE_1448_length_3709_cov_25.743674_g997_i0.p1","ko:_1","K03021"
"NODE_14490_length_1368_cov_39.928958_g9647_i0.p1","ko:_1","K19306"
"NODE_14494_length_1368_cov_10.606178_g9650_i0.p1","ko:_1","K09414"
"NODE_14494_length_1368_cov_10.606178_g9650_i0.p1","ko:_2","K09415"
"NODE_14494_length_1368_cov_10.606178_g9650_i0.p1","ko:_3","K09416"
"NODE_14494_length_1368_cov_10.606178_g9650_i0.p1","ko:_4","K09417"
"NODE_14494_length_1368_cov_10.606178_g9650_i0.p1","ko:_5","K09419"
"NODE_14497_length_1368_cov_3.243243_g9653_i0.p1","ko:_1","K11407"
"NODE_14500_length_1367_cov_34.210974_g1858_i3.p1","ko:_1","K10779"
"NODE_14501_length_1367_cov_26.356260_g9655_i0.p1","ko:_1","K15711"
"NODE_14504_length_1367_cov_10.664606_g9658_i0.p1","ko:_1","K18038"
"NODE_14506_length_1367_cov_6.528594_g9660_i0.p1","ko:_1","K17218"
"NODE_1450_length_3709_cov_17.272277_g999_i0.p2","ko:_1","K15283"
"NODE_14513_length_1366_cov_5.406806_g9667_i0.p1","ko:_1","K15503"
"NODE_14513_length_1366_cov_5.406806_g9667_i0.p1","ko:_2","K17299"
"NODE_14516_length_1365_cov_81.897833_g860_i7.p1","ko:_1","K01881"
"NODE_1451_length_3708_cov_71.371939_g1000_i0.p3","ko:_1","K09834"
"NODE_1451_length_3708_cov_71.371939_g1000_i0.p2","ko:_1","K09834"
"NODE_14521_length_1365_cov_17.482198_g2099_i1.p1","ko:_1","K07407"
"NODE_14526_length_1365_cov_6.712074_g9674_i0.p1","ko:_1","K10380"
"NODE_14526_length_1365_cov_6.712074_g9674_i0.p1","ko:_2","K15502"
"NODE_14526_length_1365_cov_6.712074_g9674_i0.p1","ko:_3","K15503"
"NODE_14530_length_1364_cov_32.531371_g8993_i1.p1","ko:_1","K02220"
"NODE_14537_length_1364_cov_5.587916_g9684_i0.p1","ko:_1","K03626"
"NODE_14538_length_1364_cov_4.264136_g9685_i0.p1","ko:_1","K14645"
"NODE_1453_length_3707_cov_43.840121_g441_i1.p2","ko:_1","K08869"
"NODE_1453_length_3707_cov_43.840121_g441_i1.p1","ko:_1","K08675"
"NODE_14544_length_1363_cov_16.816279_g9690_i0.p1","ko:_1","K02575"
"NODE_14544_length_1363_cov_16.816279_g9690_i0.p1","ko:_2","K09503"
"NODE_14544_length_1363_cov_16.816279_g9690_i0.p1","ko:_3","K09517"
"NODE_14549_length_1363_cov_4.815504_g8001_i2.p1","ko:_1","K17678"
"NODE_14553_length_1362_cov_68.330489_g9696_i0.p1","ko:_1","K00766"
"NODE_14555_length_1362_cov_39.944143_g9698_i0.p1","ko:_1","K18163"
"NODE_14555_length_1362_cov_39.944143_g9698_i0.p2","ko:_1","K18163"
"NODE_14558_length_1362_cov_21.641583_g8785_i1.p1","ko:_1","K01930"
"NODE_14559_length_1362_cov_14.239721_g9700_i0.p1","ko:_1","K01507"
"NODE_14575_length_1361_cov_11.045031_g9712_i0.p1","ko:_1","K02416"
"NODE_14575_length_1361_cov_11.045031_g9712_i0.p2","ko:_1","K02415"
"NODE_14577_length_1360_cov_313.401709_g9714_i0.p2","ko:_1","K12194"
"NODE_14584_length_1360_cov_11.070707_g9719_i0.p1","ko:_1","K00121"
"NODE_14587_length_1360_cov_5.770008_g9722_i0.p1","ko:_1","K03372"
"NODE_14593_length_1359_cov_67.982115_g9726_i0.p1","ko:_1","K08679"
"NODE_14595_length_1359_cov_60.601866_g9727_i0.p1","ko:_1","K09567"
"NODE_14597_length_1359_cov_39.214619_g9189_i1.p1","ko:_1","K05864"
"NODE_1459_length_3702_cov_164.915679_g1003_i0.p2","ko:_1","K00683"
"NODE_145_length_6611_cov_232.394157_g81_i1.p3","ko:_1","K06062"
"NODE_145_length_6611_cov_232.394157_g81_i1.p1","ko:_1","K11684"
"NODE_145_length_6611_cov_232.394157_g81_i1.p4","ko:_1","K11321"
"NODE_145_length_6611_cov_232.394157_g81_i1.p5","ko:_1","K11756"
"NODE_14602_length_1359_cov_12.165630_g9650_i1.p1","ko:_1","K09414"
"NODE_14602_length_1359_cov_12.165630_g9650_i1.p1","ko:_2","K09415"
"NODE_14602_length_1359_cov_12.165630_g9650_i1.p1","ko:_3","K09416"
"NODE_14602_length_1359_cov_12.165630_g9650_i1.p1","ko:_4","K09417"
"NODE_14602_length_1359_cov_12.165630_g9650_i1.p1","ko:_5","K09419"
"NODE_14603_length_1359_cov_11.374028_g9072_i1.p1","ko:_1","K00606"
"NODE_14604_length_1359_cov_10.491446_g9382_i1.p1","ko:_1","K15429"
"NODE_14605_length_1359_cov_9.493002_g9732_i0.p1","ko:_1","K15463"
"NODE_14606_length_1359_cov_8.726283_g9733_i0.p1","ko:_1","K14787"
"NODE_14612_length_1358_cov_27.705058_g9737_i0.p1","ko:_1","K07513"
"NODE_14618_length_1358_cov_11.773541_g9093_i1.p1","ko:_1","K03437"
"NODE_14619_length_1358_cov_9.069261_g8561_i1.p1","ko:_1","K20367"
"NODE_1461_length_3701_cov_44.227398_g1005_i0.p1","ko:_1","K11788"
"NODE_14622_length_1358_cov_5.837354_g9743_i0.p1","ko:_1","K04733"
"NODE_14622_length_1358_cov_5.837354_g9743_i0.p1","ko:_2","K13420"
"NODE_14628_length_1357_cov_675.493769_g9748_i0.p4","ko:_1","K05761"
"NODE_14628_length_1357_cov_675.493769_g9748_i0.p4","ko:_2","K05768"
"NODE_14628_length_1357_cov_675.493769_g9748_i0.p4","ko:_3","K08017"
"NODE_14628_length_1357_cov_675.493769_g9748_i0.p3","ko:_1","K05768"
"NODE_14639_length_1357_cov_2.969626_g9755_i0.p1","ko:_1","K03310"
"NODE_14645_length_1356_cov_11.908028_g9761_i0.p1","ko:_1","K06867"
"NODE_1464_length_3700_cov_22.109457_g1007_i0.p1","ko:_1","K02156"
"NODE_1464_length_3700_cov_22.109457_g1007_i0.p2","ko:_1","K01663"
"NODE_14652_length_1355_cov_475.943838_g3251_i7.p1","ko:_1","K12322"
"NODE_14654_length_1355_cov_127.517941_g6896_i3.p1","ko:_1","K15290"
"NODE_14654_length_1355_cov_127.517941_g6896_i3.p1","ko:_2","K19902"
"NODE_14654_length_1355_cov_127.517941_g6896_i3.p1","ko:_3","K19905"
"NODE_14655_length_1355_cov_117.678627_g9766_i0.p2","ko:_1","K02925"
"NODE_14658_length_1355_cov_37.911076_g9768_i0.p1","ko:_1","K00472"
"NODE_14659_length_1355_cov_21.666927_g8761_i2.p1","ko:_1","K10878"
"NODE_14661_length_1355_cov_14.379095_g9769_i0.p1","ko:_1","K15276"
"NODE_14668_length_1355_cov_4.425117_g9774_i0.p1","ko:_1","K00284"
"NODE_1466_length_3698_cov_640.204138_g1009_i0.p1","ko:_1","K07376"
"NODE_14678_length_1354_cov_6.796253_g9780_i0.p2","ko:_1","K02945"
"NODE_14686_length_1353_cov_9.781250_g8652_i1.p1","ko:_1","K01165"
"NODE_14687_length_1353_cov_9.469531_g9785_i0.p1","ko:_1","K21867"
"NODE_14690_length_1353_cov_8.189063_g9432_i1.p1","ko:_1","K00773"
"NODE_14691_length_1353_cov_7.081250_g9788_i0.p1","ko:_1","K09419"
"NODE_14695_length_1353_cov_2.096875_g9791_i0.p1","ko:_1","K02357"
"NODE_14696_length_1352_cov_99.856919_g9792_i0.p1","ko:_1","K06685"
"NODE_1469_length_3695_cov_40.659304_g929_i1.p1","ko:_1","K06195"
"NODE_14702_length_1352_cov_27.107115_g9795_i0.p2","ko:_1","K03119"
"NODE_14705_length_1352_cov_18.175137_g5984_i1.p1","ko:_1","K00021"
"NODE_14710_length_1352_cov_4.567631_g9801_i0.p4","ko:_1","K02257"
"NODE_14711_length_1352_cov_3.266615_g9802_i0.p1","ko:_1","K10277"
"NODE_14712_length_1351_cov_140.469484_g9803_i0.p1","ko:_1","K07376"
"NODE_14715_length_1351_cov_64.497653_g8720_i1.p1","ko:_1","K20715"
"NODE_14718_length_1351_cov_33.219092_g5110_i1.p1","ko:_1","K12489"
"NODE_14720_length_1351_cov_19.895931_g9808_i0.p1","ko:_1","K07167"
"NODE_14720_length_1351_cov_19.895931_g9808_i0.p2","ko:_1","K03088"
"NODE_14728_length_1350_cov_37.173062_g9812_i0.p2","ko:_1","K13800"
"NODE_14738_length_1350_cov_1.998434_g9818_i0.p1","ko:_1","K15107"
"NODE_1473_length_3690_cov_50.541056_g1013_i0.p1","ko:_1","K10407"
"NODE_1473_length_3690_cov_50.541056_g1013_i0.p2","ko:_1","K01082"
"NODE_1474_length_3690_cov_25.948853_g1014_i0.p3","ko:_1","K00784"
"NODE_1474_length_3690_cov_25.948853_g1014_i0.p2","ko:_1","K00784"
"NODE_1474_length_3690_cov_25.948853_g1014_i0.p4","ko:_1","K00784"
"NODE_14750_length_1348_cov_179.487059_g256_i2.p1","ko:_1","K08568"
"NODE_14752_length_1348_cov_49.395294_g9826_i1.p1","ko:_1","K12827"
"NODE_14753_length_1348_cov_31.476078_g9827_i0.p1","ko:_1","K11162"
"NODE_14754_length_1348_cov_31.080784_g9827_i1.p1","ko:_1","K11162"
"NODE_14758_length_1348_cov_9.405490_g9831_i0.p1","ko:_1","K05349"
"NODE_14769_length_1347_cov_6.412088_g9839_i0.p1","ko:_1","K02035"
"NODE_1476_length_3688_cov_666.386722_g1016_i0.p2","ko:_1","K13348"
"NODE_1476_length_3688_cov_666.386722_g1016_i0.p5","ko:_1","K11446"
"NODE_1476_length_3688_cov_666.386722_g1016_i0.p1","ko:_1","K11446"
"NODE_14770_length_1347_cov_5.355573_g9840_i0.p1","ko:_1","K18696"
"NODE_14782_length_1345_cov_45.132075_g9850_i0.p1","ko:_1","K01551"
"NODE_1478_length_3687_cov_94.268954_g1018_i0.p2","ko:_1","K01769"
"NODE_1478_length_3687_cov_94.268954_g1018_i0.p2","ko:_2","K12319"
"NODE_1478_length_3687_cov_94.268954_g1018_i0.p1","ko:_1","K03456"
"NODE_147_length_6607_cov_273.527395_g101_i0.p1","ko:_1","K10407"
"NODE_14802_length_1344_cov_5.779701_g9862_i0.p2","ko:_1","K00325"
"NODE_14806_length_1343_cov_30.405512_g9865_i0.p1","ko:_1","K04712"
"NODE_14807_length_1343_cov_19.171654_g9866_i0.p1","ko:_1","K18466"
"NODE_1480_length_3686_cov_101.123720_g860_i3.p1","ko:_1","K00799"
"NODE_1480_length_3686_cov_101.123720_g860_i3.p1","ko:_2","K01120"
"NODE_1480_length_3686_cov_101.123720_g860_i3.p1","ko:_3","K01194"
"NODE_1480_length_3686_cov_101.123720_g860_i3.p1","ko:_4","K01874"
"NODE_1480_length_3686_cov_101.123720_g860_i3.p1","ko:_5","K01881"
"NODE_1480_length_3686_cov_101.123720_g860_i3.p1","ko:_6","K15437"
"NODE_1480_length_3686_cov_101.123720_g860_i3.p1","ko:_7","K22119"
"NODE_14810_length_1343_cov_14.572441_g9869_i0.p1","ko:_1","K00761"
"NODE_14811_length_1343_cov_11.916535_g9870_i0.p1","ko:_1","K13525"
"NODE_14813_length_1343_cov_9.262992_g9871_i0.p1","ko:_1","K09419"
"NODE_14815_length_1343_cov_4.711024_g9873_i0.p1","ko:_1","K08714"
"NODE_14816_length_1342_cov_62.942474_g9874_i0.p1","ko:_1","K10067"
"NODE_14819_length_1342_cov_15.847912_g5326_i1.p1","ko:_1","K01285"
"NODE_1481_length_3686_cov_100.743150_g860_i4.p1","ko:_1","K00799"
"NODE_1481_length_3686_cov_100.743150_g860_i4.p1","ko:_2","K01120"
"NODE_1481_length_3686_cov_100.743150_g860_i4.p1","ko:_3","K01194"
"NODE_1481_length_3686_cov_100.743150_g860_i4.p1","ko:_4","K01874"
"NODE_1481_length_3686_cov_100.743150_g860_i4.p1","ko:_5","K01881"
"NODE_1481_length_3686_cov_100.743150_g860_i4.p1","ko:_6","K15437"
"NODE_1481_length_3686_cov_100.743150_g860_i4.p1","ko:_7","K22119"
"NODE_14822_length_1342_cov_8.554768_g9876_i0.p1","ko:_1","K15085"
"NODE_14823_length_1342_cov_6.203310_g9877_i0.p3","ko:_1","K11438"
"NODE_14825_length_1342_cov_3.761229_g6712_i1.p1","ko:_1","K00162"
"NODE_14827_length_1341_cov_37.403785_g9879_i0.p1","ko:_1","K15109"
"NODE_14827_length_1341_cov_37.403785_g9879_i0.p1","ko:_2","K15123"
"NODE_14827_length_1341_cov_37.403785_g9879_i0.p1","ko:_3","K15124"
"NODE_14830_length_1341_cov_17.446372_g9882_i0.p1","ko:_1","K07117"
"NODE_14831_length_1341_cov_14.045741_g9883_i0.p1","ko:_1","K05692"
"NODE_14831_length_1341_cov_14.045741_g9883_i0.p1","ko:_2","K10355"
"NODE_14832_length_1341_cov_12.533123_g7454_i2.p1","ko:_1","K06944"
"NODE_14832_length_1341_cov_12.533123_g7454_i2.p2","ko:_1","K06944"
"NODE_14835_length_1341_cov_8.869085_g1733_i2.p2","ko:_1","K11755"
"NODE_14839_length_1341_cov_3.106467_g9889_i0.p1","ko:_1","K08856"
"NODE_1483_length_3686_cov_37.154719_g1021_i0.p1","ko:_1","K05665"
"NODE_14842_length_1340_cov_52.178374_g9187_i1.p1","ko:_1","K03783"
"NODE_14843_length_1340_cov_51.592739_g9187_i2.p1","ko:_1","K03783"
"NODE_14844_length_1340_cov_41.448303_g9892_i0.p1","ko:_1","K02684"
"NODE_14847_length_1340_cov_15.539858_g8521_i2.p1","ko:_1","K15404"
"NODE_14848_length_1340_cov_12.733228_g9893_i0.p1","ko:_1","K05275"
"NODE_14850_length_1340_cov_4.632991_g9895_i0.p1","ko:_1","K00627"
"NODE_14852_length_1339_cov_90.210900_g9897_i0.p1","ko:_1","K06215"
"NODE_14856_length_1339_cov_36.815956_g9901_i0.p1","ko:_1","K12606"
"NODE_14862_length_1339_cov_10.209321_g9906_i0.p1","ko:_1","K03320"
"NODE_14862_length_1339_cov_10.209321_g9906_i0.p3","ko:_1","K04751"
"NODE_14862_length_1339_cov_10.209321_g9906_i0.p3","ko:_2","K04752"
"NODE_14863_length_1339_cov_8.187994_g9907_i0.p1","ko:_1","K15289"
"NODE_14864_length_1339_cov_6.425750_g9908_i0.p1","ko:_1","K03857"
"NODE_14865_length_1339_cov_5.719589_g9909_i0.p1","ko:_1","K14848"
"NODE_14871_length_1338_cov_70.489328_g8669_i1.p1","ko:_1","K06269"
"NODE_14879_length_1337_cov_38.473892_g6353_i1.p1","ko:_1","K09838"
"NODE_1487_length_3683_cov_16.661773_g1025_i0.p1","ko:_1","K06671"
"NODE_14880_length_1337_cov_24.731013_g9919_i0.p1","ko:_1","K00326"
"NODE_14885_length_1337_cov_10.609177_g9232_i1.p1","ko:_1","K13354"
"NODE_14887_length_1337_cov_4.473101_g9895_i1.p1","ko:_1","K00627"
"NODE_14888_length_1337_cov_3.261867_g9923_i0.p1","ko:_1","K10859"
"NODE_14897_length_1336_cov_13.843230_g9927_i0.p1","ko:_1","K01771"
"NODE_14897_length_1336_cov_13.843230_g9927_i0.p1","ko:_2","K06038"
"NODE_1489_length_3678_cov_11.576976_g1027_i0.p2","ko:_1","K06889"
"NODE_14901_length_1336_cov_7.110847_g9930_i0.p1","ko:_1","K01190"
